"Selection","View","Channel","Start_DateTime_ISO8601","End_DateTime_ISO8601","Low.Freq..Hz.","High.Freq..Hz.","Species","Detection_Confidence"
335,"Spectrogram 1",1,"2009-03-31T02:27:29-05:00","2009-03-31T02:27:32-05:00",53,169.2,"RIWH","Possibly_Detected"
336,"Spectrogram 1",1,"2009-03-31T02:27:37-05:00","2009-03-31T02:27:39-05:00",90.9,244.9,"RIWH","Possibly_Detected"
337,"Spectrogram 1",1,"2009-03-31T02:27:43-05:00","2009-03-31T02:27:47-05:00",53,176.8,"RIWH","Possibly_Detected"
338,"Spectrogram 1",1,"2009-03-31T02:28:06-05:00","2009-03-31T02:28:08-05:00",88.4,179.3,"RIWH","Possibly_Detected"
339,"Spectrogram 1",1,"2009-03-31T02:28:46-05:00","2009-03-31T02:28:48-05:00",48,340.9,"RIWH","Detected"
340,"Spectrogram 1",1,"2009-03-31T02:29:41-05:00","2009-03-31T02:29:44-05:00",93.4,292.9,"RIWH","Detected"
341,"Spectrogram 1",1,"2009-03-31T02:29:52-05:00","2009-03-31T02:29:55-05:00",70.7,295.5,"RIWH","Detected"
342,"Spectrogram 1",1,"2009-03-31T02:30:46-05:00","2009-03-31T02:30:48-05:00",80.8,164.1,"RIWH","Possibly_Detected"
343,"Spectrogram 1",1,"2009-03-31T02:30:50-05:00","2009-03-31T02:30:52-05:00",98.5,250,"RIWH","Detected"
344,"Spectrogram 1",1,"2009-03-31T02:31:43-05:00","2009-03-31T02:31:46-05:00",53,209.6,"RIWH","Detected"
345,"Spectrogram 1",1,"2009-03-31T02:32:11-05:00","2009-03-31T02:32:13-05:00",70.7,229.8,"RIWH","Detected"
346,"Spectrogram 1",1,"2009-03-31T02:32:40-05:00","2009-03-31T02:32:42-05:00",68.2,219.7,"RIWH","Detected"
347,"Spectrogram 1",1,"2009-03-31T02:32:58-05:00","2009-03-31T02:33:01-05:00",60.6,174.2,"RIWH","Detected"
348,"Spectrogram 1",1,"2009-03-31T02:34:44-05:00","2009-03-31T02:34:47-05:00",55.6,169.2,"RIWH","Detected"
349,"Spectrogram 1",1,"2009-03-31T02:34:47-05:00","2009-03-31T02:34:49-05:00",60.6,169.2,"RIWH","Possibly_Detected"
350,"Spectrogram 1",1,"2009-03-31T02:35:01-05:00","2009-03-31T02:35:04-05:00",58.1,194.4,"RIWH","Possibly_Detected"
351,"Spectrogram 1",1,"2009-03-31T02:35:24-05:00","2009-03-31T02:35:26-05:00",60.6,265.2,"RIWH","Detected"
352,"Spectrogram 1",1,"2009-03-31T02:35:27-05:00","2009-03-31T02:35:29-05:00",88.4,186.9,"RIWH","Detected"
353,"Spectrogram 1",1,"2009-03-31T02:35:46-05:00","2009-03-31T02:35:48-05:00",53,260.1,"RIWH","Detected"
354,"Spectrogram 1",1,"2009-03-31T02:36:03-05:00","2009-03-31T02:36:05-05:00",73.2,219.7,"RIWH","Detected"
355,"Spectrogram 1",1,"2009-03-31T02:36:06-05:00","2009-03-31T02:36:08-05:00",63.1,171.7,"RIWH","Possibly_Detected"
356,"Spectrogram 1",1,"2009-03-31T02:36:17-05:00","2009-03-31T02:36:20-05:00",80.8,212.1,"RIWH","Detected"
357,"Spectrogram 1",1,"2009-03-31T02:36:18-05:00","2009-03-31T02:36:20-05:00",45.5,161.6,"RIWH","Detected"
358,"Spectrogram 1",1,"2009-03-31T02:36:42-05:00","2009-03-31T02:36:45-05:00",101,224.7,"RIWH","Detected"
359,"Spectrogram 1",1,"2009-03-31T02:37:08-05:00","2009-03-31T02:37:10-05:00",154,270.2,"RIWH","Possibly_Detected"
360,"Spectrogram 1",1,"2009-03-31T02:37:26-05:00","2009-03-31T02:37:28-05:00",58.1,146.5,"RIWH","Possibly_Detected"
361,"Spectrogram 1",1,"2009-03-31T02:37:27-05:00","2009-03-31T02:37:29-05:00",65.7,214.6,"RIWH","Possibly_Detected"
362,"Spectrogram 1",1,"2009-03-31T02:37:49-05:00","2009-03-31T02:37:50-05:00",80.8,219.7,"RIWH","Detected"
363,"Spectrogram 1",1,"2009-03-31T02:38:51-05:00","2009-03-31T02:38:53-05:00",50.5,161.6,"RIWH","Detected"
364,"Spectrogram 1",1,"2009-03-31T02:38:55-05:00","2009-03-31T02:38:57-05:00",63.1,189.4,"RIWH","Possibly_Detected"
365,"Spectrogram 1",1,"2009-03-31T02:39:11-05:00","2009-03-31T02:39:13-05:00",93.4,252.5,"RIWH","Detected"
366,"Spectrogram 1",1,"2009-03-31T02:39:12-05:00","2009-03-31T02:39:14-05:00",85.9,156.6,"RIWH","Detected"
367,"Spectrogram 1",1,"2009-03-31T02:39:13-05:00","2009-03-31T02:39:15-05:00",98.5,197,"RIWH","Detected"
368,"Spectrogram 1",1,"2009-03-31T02:39:15-05:00","2009-03-31T02:39:16-05:00",96,197,"RIWH","Detected"
369,"Spectrogram 1",1,"2009-03-31T02:39:16-05:00","2009-03-31T02:39:18-05:00",118.7,234.8,"RIWH","Detected"
370,"Spectrogram 1",1,"2009-03-31T02:39:22-05:00","2009-03-31T02:39:24-05:00",111.1,224.7,"RIWH","Detected"
371,"Spectrogram 1",1,"2009-03-31T02:39:24-05:00","2009-03-31T02:39:27-05:00",48,300.5,"RIWH","Detected"
372,"Spectrogram 1",1,"2009-03-31T02:39:50-05:00","2009-03-31T02:39:53-05:00",108.6,191.9,"RIWH","Possibly_Detected"
373,"Spectrogram 1",1,"2009-03-31T02:39:56-05:00","2009-03-31T02:39:58-05:00",143.9,310.6,"RIWH","Possibly_Detected"
374,"Spectrogram 1",1,"2009-03-31T02:38:45-05:00","2009-03-31T02:38:47-05:00",50.5,166.7,"RIWH","Possibly_Detected"
375,"Spectrogram 1",1,"2009-03-31T02:40:04-05:00","2009-03-31T02:40:06-05:00",106.1,250,"RIWH","Detected"
376,"Spectrogram 1",1,"2009-03-31T02:41:05-05:00","2009-03-31T02:41:07-05:00",113.6,260.1,"RIWH","Detected"
377,"Spectrogram 1",1,"2009-03-31T02:41:43-05:00","2009-03-31T02:41:46-05:00",88.4,244.9,"RIWH","Detected"
378,"Spectrogram 1",1,"2009-03-31T02:42:10-05:00","2009-03-31T02:42:12-05:00",80.8,267.7,"RIWH","Detected"
379,"Spectrogram 1",1,"2009-03-31T02:42:20-05:00","2009-03-31T02:42:21-05:00",103.5,202,"RIWH","Detected"
380,"Spectrogram 1",1,"2009-03-31T02:42:21-05:00","2009-03-31T02:42:23-05:00",75.8,171.7,"RIWH","Possibly_Detected"
381,"Spectrogram 1",1,"2009-03-31T02:42:27-05:00","2009-03-31T02:42:29-05:00",111.1,184.3,"RIWH","Detected"
382,"Spectrogram 1",1,"2009-03-31T02:42:29-05:00","2009-03-31T02:42:30-05:00",98.5,222.2,"RIWH","Detected"
383,"Spectrogram 1",1,"2009-03-31T02:42:44-05:00","2009-03-31T02:42:46-05:00",103.5,217.2,"RIWH","Possibly_Detected"
384,"Spectrogram 1",1,"2009-03-31T02:42:52-05:00","2009-03-31T02:42:54-05:00",80.8,209.6,"RIWH","Detected"
385,"Spectrogram 1",1,"2009-03-31T02:43:06-05:00","2009-03-31T02:43:08-05:00",58.1,207.1,"RIWH","Detected"
386,"Spectrogram 1",1,"2009-03-31T02:43:35-05:00","2009-03-31T02:43:37-05:00",75.8,237.4,"RIWH","Detected"
387,"Spectrogram 1",1,"2009-03-31T02:43:38-05:00","2009-03-31T02:43:41-05:00",88.4,194.4,"RIWH","Detected"
388,"Spectrogram 1",1,"2009-03-31T02:43:52-05:00","2009-03-31T02:43:54-05:00",70.7,181.8,"RIWH","Detected"
389,"Spectrogram 1",1,"2009-03-31T02:44:16-05:00","2009-03-31T02:44:18-05:00",136.4,247.5,"RIWH","Possibly_Detected"
390,"Spectrogram 1",1,"2009-03-31T02:44:54-05:00","2009-03-31T02:44:57-05:00",96,308.1,"RIWH","Detected"
391,"Spectrogram 1",1,"2009-03-31T02:45:39-05:00","2009-03-31T02:45:41-05:00",123.7,191.9,"RIWH","Possibly_Detected"
392,"Spectrogram 1",1,"2009-03-31T02:45:44-05:00","2009-03-31T02:45:46-05:00",53,131.3,"RIWH","Possibly_Detected"
393,"Spectrogram 1",1,"2009-03-31T02:46:09-05:00","2009-03-31T02:46:11-05:00",106.1,290.4,"RIWH","Detected"
394,"Spectrogram 1",1,"2009-03-31T02:46:11-05:00","2009-03-31T02:46:13-05:00",111.1,209.6,"RIWH","Detected"
395,"Spectrogram 1",1,"2009-03-31T02:46:16-05:00","2009-03-31T02:46:18-05:00",83.3,222.2,"RIWH","Detected"
396,"Spectrogram 1",1,"2009-03-31T02:46:28-05:00","2009-03-31T02:46:30-05:00",70.7,186.9,"RIWH","Detected"
397,"Spectrogram 1",1,"2009-03-31T02:46:30-05:00","2009-03-31T02:46:32-05:00",113.6,260.1,"RIWH","Detected"
398,"Spectrogram 1",1,"2009-03-31T02:46:58-05:00","2009-03-31T02:46:59-05:00",70.7,174.2,"RIWH","Detected"
399,"Spectrogram 1",1,"2009-03-31T02:47:07-05:00","2009-03-31T02:47:10-05:00",106.1,275.3,"RIWH","Detected"
400,"Spectrogram 1",1,"2009-03-31T02:47:11-05:00","2009-03-31T02:47:14-05:00",65.7,202,"RIWH","Possibly_Detected"
401,"Spectrogram 1",1,"2009-03-31T02:47:32-05:00","2009-03-31T02:47:35-05:00",101,265.2,"RIWH","Detected"
402,"Spectrogram 1",1,"2009-03-31T02:48:08-05:00","2009-03-31T02:48:10-05:00",98.5,219.7,"RIWH","Possibly_Detected"
403,"Spectrogram 1",1,"2009-03-31T02:48:09-05:00","2009-03-31T02:48:11-05:00",63.1,204.5,"RIWH","Detected"
404,"Spectrogram 1",1,"2009-03-31T02:48:15-05:00","2009-03-31T02:48:18-05:00",68.2,229.8,"RIWH","Detected"
405,"Spectrogram 1",1,"2009-03-31T02:48:25-05:00","2009-03-31T02:48:27-05:00",63.1,164.1,"RIWH","Possibly_Detected"
406,"Spectrogram 1",1,"2009-03-31T02:48:46-05:00","2009-03-31T02:48:48-05:00",70.7,159.1,"RIWH","Possibly_Detected"
407,"Spectrogram 1",1,"2009-03-31T02:48:59-05:00","2009-03-31T02:49:02-05:00",73.2,189.4,"RIWH","Possibly_Detected"
408,"Spectrogram 1",1,"2009-03-31T02:49:31-05:00","2009-03-31T02:49:33-05:00",68.2,267.7,"RIWH","Detected"
409,"Spectrogram 1",1,"2009-03-31T02:49:47-05:00","2009-03-31T02:49:49-05:00",126.3,232.3,"RIWH","Detected"
410,"Spectrogram 1",1,"2009-03-31T02:49:49-05:00","2009-03-31T02:49:51-05:00",116.2,212.1,"RIWH","Detected"
411,"Spectrogram 1",1,"2009-03-31T02:49:44-05:00","2009-03-31T02:49:46-05:00",103.5,174.2,"RIWH","Possibly_Detected"
412,"Spectrogram 1",1,"2009-03-31T02:49:51-05:00","2009-03-31T02:49:53-05:00",90.9,151.5,"RIWH","Possibly_Detected"
413,"Spectrogram 1",1,"2009-03-31T02:49:53-05:00","2009-03-31T02:49:55-05:00",106.1,212.1,"RIWH","Detected"
414,"Spectrogram 1",1,"2009-03-31T02:49:56-05:00","2009-03-31T02:49:57-05:00",128.8,197,"RIWH","Detected"
415,"Spectrogram 1",1,"2009-03-31T02:49:57-05:00","2009-03-31T02:49:59-05:00",121.2,209.6,"RIWH","Detected"
416,"Spectrogram 1",1,"2009-03-31T02:50:55-05:00","2009-03-31T02:50:57-05:00",60.6,156.6,"RIWH","Possibly_Detected"
417,"Spectrogram 1",1,"2009-03-31T02:51:27-05:00","2009-03-31T02:51:30-05:00",96,209.6,"RIWH","Possibly_Detected"
418,"Spectrogram 1",1,"2009-03-31T02:51:47-05:00","2009-03-31T02:51:50-05:00",98.5,204.5,"RIWH","Detected"
419,"Spectrogram 1",1,"2009-03-31T02:52:28-05:00","2009-03-31T02:52:30-05:00",88.4,209.6,"RIWH","Detected"
420,"Spectrogram 1",1,"2009-03-31T02:52:44-05:00","2009-03-31T02:52:46-05:00",98.5,227.3,"RIWH","Detected"
421,"Spectrogram 1",1,"2009-03-31T02:52:55-05:00","2009-03-31T02:52:56-05:00",83.3,237.4,"RIWH","Detected"
422,"Spectrogram 1",1,"2009-03-31T02:52:59-05:00","2009-03-31T02:53:01-05:00",96,227.3,"RIWH","Detected"
423,"Spectrogram 1",1,"2009-03-31T02:53:43-05:00","2009-03-31T02:53:45-05:00",111.1,250,"RIWH","Detected"
424,"Spectrogram 1",1,"2009-03-31T02:53:45-05:00","2009-03-31T02:53:48-05:00",83.3,234.8,"RIWH","Detected"
425,"Spectrogram 1",1,"2009-03-31T02:53:49-05:00","2009-03-31T02:53:50-05:00",101,232.3,"RIWH","Detected"
426,"Spectrogram 1",1,"2009-03-31T02:53:50-05:00","2009-03-31T02:53:51-05:00",98.5,239.9,"RIWH","Detected"
427,"Spectrogram 1",1,"2009-03-31T02:53:52-05:00","2009-03-31T02:53:54-05:00",85.9,237.4,"RIWH","Detected"
428,"Spectrogram 1",1,"2009-03-31T02:53:58-05:00","2009-03-31T02:54:00-05:00",80.8,217.2,"RIWH","Detected"
429,"Spectrogram 1",1,"2009-03-31T02:54:18-05:00","2009-03-31T02:54:20-05:00",106.1,237.4,"RIWH","Detected"
430,"Spectrogram 1",1,"2009-03-31T02:54:57-05:00","2009-03-31T02:54:59-05:00",126.3,199.5,"RIWH","Possibly_Detected"
431,"Spectrogram 1",1,"2009-03-31T02:55:49-05:00","2009-03-31T02:55:52-05:00",63.1,181.8,"RIWH","Detected"
432,"Spectrogram 1",1,"2009-03-31T02:56:14-05:00","2009-03-31T02:56:16-05:00",55.6,189.4,"RIWH","Detected"
433,"Spectrogram 1",1,"2009-03-31T02:56:29-05:00","2009-03-31T02:56:30-05:00",73.2,257.6,"RIWH","Detected"
434,"Spectrogram 1",1,"2009-03-31T02:57:05-05:00","2009-03-31T02:57:07-05:00",101,209.6,"RIWH","Detected"
435,"Spectrogram 1",1,"2009-03-31T02:59:06-05:00","2009-03-31T02:59:08-05:00",78.3,212.1,"RIWH","Detected"
436,"Spectrogram 1",1,"2009-03-31T02:59:57-05:00","2009-03-31T02:59:59-05:00",71.625,173.554,"RIWH","Detected"
437,"Spectrogram 1",1,"2009-03-31T03:02:19-05:00","2009-03-31T03:02:21-05:00",55.096,209.366,"RIWH","Detected"
438,"Spectrogram 1",1,"2009-03-31T03:02:35-05:00","2009-03-31T03:02:37-05:00",68.871,223.14,"RIWH","Detected"
439,"Spectrogram 1",1,"2009-03-31T03:02:48-05:00","2009-03-31T03:02:50-05:00",90.909,170.799,"RIWH","Possibly_Detected"
440,"Spectrogram 1",1,"2009-03-31T03:03:09-05:00","2009-03-31T03:03:11-05:00",93.664,201.102,"RIWH","Detected"
441,"Spectrogram 1",1,"2009-03-31T03:03:34-05:00","2009-03-31T03:03:36-05:00",104.683,198.347,"RIWH","Detected"
442,"Spectrogram 1",1,"2009-03-31T03:03:54-05:00","2009-03-31T03:03:56-05:00",93.664,198.347,"RIWH","Detected"
443,"Spectrogram 1",1,"2009-03-31T03:04:05-05:00","2009-03-31T03:04:07-05:00",99.174,206.612,"RIWH","Detected"
444,"Spectrogram 1",1,"2009-03-31T03:05:13-05:00","2009-03-31T03:05:16-05:00",93.664,297.521,"RIWH","Detected"
445,"Spectrogram 1",1,"2009-03-31T03:05:53-05:00","2009-03-31T03:05:56-05:00",93.664,283.747,"RIWH","Detected"
446,"Spectrogram 1",1,"2009-03-31T03:05:59-05:00","2009-03-31T03:06:02-05:00",107.438,261.708,"RIWH","Detected"
447,"Spectrogram 1",1,"2009-03-31T03:06:03-05:00","2009-03-31T03:06:06-05:00",90.909,228.65,"RIWH","Detected"
448,"Spectrogram 1",1,"2009-03-31T03:06:12-05:00","2009-03-31T03:06:14-05:00",112.948,231.405,"RIWH","Possibly_Detected"
449,"Spectrogram 1",1,"2009-03-31T03:06:22-05:00","2009-03-31T03:06:24-05:00",71.625,206.612,"RIWH","Detected"
450,"Spectrogram 1",1,"2009-03-31T03:06:23-05:00","2009-03-31T03:06:26-05:00",107.438,258.953,"RIWH","Detected"
451,"Spectrogram 1",1,"2009-03-31T03:06:34-05:00","2009-03-31T03:06:36-05:00",52.342,264.463,"RIWH","Detected"
452,"Spectrogram 1",1,"2009-03-31T03:06:41-05:00","2009-03-31T03:06:43-05:00",99.174,228.65,"RIWH","Possibly_Detected"
453,"Spectrogram 1",1,"2009-03-31T03:07:23-05:00","2009-03-31T03:07:25-05:00",55.096,267.218,"RIWH","Detected"
454,"Spectrogram 1",1,"2009-03-31T03:07:55-05:00","2009-03-31T03:07:57-05:00",96.419,267.218,"RIWH","Detected"
455,"Spectrogram 1",1,"2009-03-31T03:08:02-05:00","2009-03-31T03:08:04-05:00",93.664,242.424,"RIWH","Detected"
456,"Spectrogram 1",1,"2009-03-31T03:08:17-05:00","2009-03-31T03:08:19-05:00",101.928,192.837,"RIWH","Detected"
457,"Spectrogram 1",1,"2009-03-31T03:08:20-05:00","2009-03-31T03:08:22-05:00",104.683,203.857,"RIWH","Detected"
458,"Spectrogram 1",1,"2009-03-31T03:08:24-05:00","2009-03-31T03:08:26-05:00",118.457,201.102,"RIWH","Detected"
459,"Spectrogram 1",1,"2009-03-31T03:08:39-05:00","2009-03-31T03:08:41-05:00",118.457,217.631,"RIWH","Detected"
460,"Spectrogram 1",1,"2009-03-31T03:09:15-05:00","2009-03-31T03:09:17-05:00",63.361,143.251,"RIWH","Possibly_Detected"
461,"Spectrogram 1",1,"2009-03-31T03:09:30-05:00","2009-03-31T03:09:32-05:00",88.154,203.857,"RIWH","Possibly_Detected"
462,"Spectrogram 1",1,"2009-03-31T03:09:33-05:00","2009-03-31T03:09:34-05:00",74.38,223.14,"RIWH","Possibly_Detected"
463,"Spectrogram 1",1,"2009-03-31T03:09:35-05:00","2009-03-31T03:09:37-05:00",68.871,250.689,"RIWH","Detected"
464,"Spectrogram 1",1,"2009-03-31T03:10:53-05:00","2009-03-31T03:10:56-05:00",55.096,201.102,"RIWH","Detected"
465,"Spectrogram 1",1,"2009-03-31T03:10:56-05:00","2009-03-31T03:10:58-05:00",104.683,190.083,"RIWH","Detected"
466,"Spectrogram 1",1,"2009-03-31T03:11:00-05:00","2009-03-31T03:11:02-05:00",115.702,179.063,"RIWH","Detected"
467,"Spectrogram 1",1,"2009-03-31T03:11:27-05:00","2009-03-31T03:11:29-05:00",74.38,198.347,"RIWH","Possibly_Detected"
468,"Spectrogram 1",1,"2009-03-31T03:11:48-05:00","2009-03-31T03:11:50-05:00",68.871,176.309,"RIWH","Detected"
469,"Spectrogram 1",1,"2009-03-31T03:11:55-05:00","2009-03-31T03:11:57-05:00",74.38,203.857,"RIWH","Detected"
470,"Spectrogram 1",1,"2009-03-31T03:12:02-05:00","2009-03-31T03:12:05-05:00",60.606,173.554,"RIWH","Detected"
471,"Spectrogram 1",1,"2009-03-31T03:12:37-05:00","2009-03-31T03:12:39-05:00",57.851,168.044,"RIWH","Possibly_Detected"
472,"Spectrogram 1",1,"2009-03-31T03:13:19-05:00","2009-03-31T03:13:21-05:00",123.967,203.857,"RIWH","Detected"
473,"Spectrogram 1",1,"2009-03-31T03:13:23-05:00","2009-03-31T03:13:25-05:00",71.625,179.063,"RIWH","Detected"
474,"Spectrogram 1",1,"2009-03-31T03:14:14-05:00","2009-03-31T03:14:16-05:00",57.851,165.289,"RIWH","Detected"
475,"Spectrogram 1",1,"2009-03-31T03:15:21-05:00","2009-03-31T03:15:23-05:00",57.851,184.573,"RIWH","Detected"
476,"Spectrogram 1",1,"2009-03-31T03:15:26-05:00","2009-03-31T03:15:27-05:00",68.871,203.857,"RIWH","Detected"
477,"Spectrogram 1",1,"2009-03-31T03:16:18-05:00","2009-03-31T03:16:20-05:00",118.457,187.328,"RIWH","Possibly_Detected"
478,"Spectrogram 1",1,"2009-03-31T03:16:20-05:00","2009-03-31T03:16:22-05:00",71.625,195.592,"RIWH","Detected"
479,"Spectrogram 1",1,"2009-03-31T03:17:49-05:00","2009-03-31T03:17:51-05:00",46.832,203.857,"RIWH","Detected"
480,"Spectrogram 1",1,"2009-03-31T03:18:02-05:00","2009-03-31T03:18:03-05:00",93.664,297.521,"RIWH","Possibly_Detected"
481,"Spectrogram 1",1,"2009-03-31T03:18:04-05:00","2009-03-31T03:18:06-05:00",57.851,184.573,"RIWH","Possibly_Detected"
482,"Spectrogram 1",1,"2009-03-31T03:18:50-05:00","2009-03-31T03:18:51-05:00",63.361,165.289,"RIWH","Possibly_Detected"
483,"Spectrogram 1",1,"2009-03-31T03:18:59-05:00","2009-03-31T03:19:02-05:00",112.948,272.727,"RIWH","Detected"
484,"Spectrogram 1",1,"2009-03-31T03:19:17-05:00","2009-03-31T03:19:19-05:00",99.174,179.063,"RIWH","Detected"
485,"Spectrogram 1",1,"2009-03-31T03:19:24-05:00","2009-03-31T03:19:26-05:00",107.438,247.934,"RIWH","Detected"
486,"Spectrogram 1",1,"2009-03-31T03:19:30-05:00","2009-03-31T03:19:33-05:00",104.683,209.366,"RIWH","Detected"
487,"Spectrogram 1",1,"2009-03-31T03:19:08-05:00","2009-03-31T03:19:10-05:00",68.871,151.515,"RIWH","Possibly_Detected"
488,"Spectrogram 1",1,"2009-03-31T03:21:08-05:00","2009-03-31T03:21:10-05:00",118.457,201.102,"RIWH","Detected"
489,"Spectrogram 1",1,"2009-03-31T03:23:37-05:00","2009-03-31T03:23:39-05:00",93.664,176.309,"RIWH","Detected"
490,"Spectrogram 1",1,"2009-03-31T03:23:43-05:00","2009-03-31T03:23:45-05:00",57.851,214.876,"RIWH","Detected"
491,"Spectrogram 1",1,"2009-03-31T03:24:03-05:00","2009-03-31T03:24:05-05:00",55.096,192.837,"RIWH","Possibly_Detected"
492,"Spectrogram 1",1,"2009-03-31T03:24:06-05:00","2009-03-31T03:24:07-05:00",110.193,181.818,"RIWH","Detected"
493,"Spectrogram 1",1,"2009-03-31T03:24:09-05:00","2009-03-31T03:24:11-05:00",101.928,250.689,"RIWH","Detected"
494,"Spectrogram 1",1,"2009-03-31T03:24:46-05:00","2009-03-31T03:24:48-05:00",79.89,179.063,"RIWH","Detected"
495,"Spectrogram 1",1,"2009-03-31T03:24:50-05:00","2009-03-31T03:24:52-05:00",121.212,267.218,"RIWH","Detected"
496,"Spectrogram 1",1,"2009-03-31T03:25:00-05:00","2009-03-31T03:25:01-05:00",129.477,203.857,"RIWH","Possibly_Detected"
497,"Spectrogram 1",1,"2009-03-31T03:25:05-05:00","2009-03-31T03:25:07-05:00",57.851,203.857,"RIWH","Possibly_Detected"
498,"Spectrogram 1",1,"2009-03-31T03:25:15-05:00","2009-03-31T03:25:18-05:00",79.89,212.121,"RIWH","Possibly_Detected"
499,"Spectrogram 1",1,"2009-03-31T03:25:48-05:00","2009-03-31T03:25:50-05:00",110.193,201.102,"RIWH","Detected"
500,"Spectrogram 1",1,"2009-03-31T03:25:40-05:00","2009-03-31T03:25:42-05:00",126.722,247.934,"RIWH","Possibly_Detected"
501,"Spectrogram 1",1,"2009-03-31T03:26:09-05:00","2009-03-31T03:26:11-05:00",99.174,195.592,"RIWH","Detected"
502,"Spectrogram 1",1,"2009-03-31T03:26:19-05:00","2009-03-31T03:26:22-05:00",118.457,264.463,"RIWH","Possibly_Detected"
503,"Spectrogram 1",1,"2009-03-31T03:26:58-05:00","2009-03-31T03:27:00-05:00",96.419,190.083,"RIWH","Detected"
504,"Spectrogram 1",1,"2009-03-31T03:27:08-05:00","2009-03-31T03:27:11-05:00",107.438,187.328,"RIWH","Possibly_Detected"
505,"Spectrogram 1",1,"2009-03-31T03:27:32-05:00","2009-03-31T03:27:35-05:00",90.909,184.573,"RIWH","Detected"
506,"Spectrogram 1",1,"2009-03-31T03:28:27-05:00","2009-03-31T03:28:28-05:00",71.625,170.799,"RIWH","Detected"
507,"Spectrogram 1",1,"2009-03-31T03:28:37-05:00","2009-03-31T03:28:39-05:00",93.664,190.083,"RIWH","Detected"
508,"Spectrogram 1",1,"2009-03-31T03:29:42-05:00","2009-03-31T03:29:44-05:00",121.212,214.876,"RIWH","Possibly_Detected"
509,"Spectrogram 1",1,"2009-03-31T03:30:04-05:00","2009-03-31T03:30:06-05:00",57.851,190.083,"RIWH","Detected"
510,"Spectrogram 1",1,"2009-03-31T03:30:07-05:00","2009-03-31T03:30:09-05:00",110.193,201.102,"RIWH","Detected"
511,"Spectrogram 1",1,"2009-03-31T03:30:17-05:00","2009-03-31T03:30:19-05:00",225.895,347.107,"RIWH","Possibly_Detected"
512,"Spectrogram 1",1,"2009-03-31T03:31:02-05:00","2009-03-31T03:31:03-05:00",115.702,217.631,"RIWH","Detected"
513,"Spectrogram 1",1,"2009-03-31T03:32:52-05:00","2009-03-31T03:32:54-05:00",79.89,187.328,"RIWH","Detected"
514,"Spectrogram 1",1,"2009-03-31T03:33:17-05:00","2009-03-31T03:33:19-05:00",60.606,148.76,"RIWH","Detected"
515,"Spectrogram 1",1,"2009-03-31T03:33:26-05:00","2009-03-31T03:33:28-05:00",74.38,220.386,"RIWH","Detected"
516,"Spectrogram 1",1,"2009-03-31T03:33:29-05:00","2009-03-31T03:33:30-05:00",101.928,206.612,"RIWH","Detected"
517,"Spectrogram 1",1,"2009-03-31T03:34:19-05:00","2009-03-31T03:34:21-05:00",71.625,176.309,"RIWH","Possibly_Detected"
518,"Spectrogram 1",1,"2009-03-31T03:35:43-05:00","2009-03-31T03:35:45-05:00",79.89,212.121,"RIWH","Detected"
519,"Spectrogram 1",1,"2009-03-31T03:36:11-05:00","2009-03-31T03:36:13-05:00",93.664,203.857,"RIWH","Detected"
520,"Spectrogram 1",1,"2009-03-31T03:37:44-05:00","2009-03-31T03:37:46-05:00",121.212,179.063,"RIWH","Possibly_Detected"
521,"Spectrogram 1",1,"2009-03-31T03:37:47-05:00","2009-03-31T03:37:50-05:00",112.948,228.65,"RIWH","Detected"
522,"Spectrogram 1",1,"2009-03-31T03:40:29-05:00","2009-03-31T03:40:31-05:00",99.174,195.592,"RIWH","Detected"
523,"Spectrogram 1",1,"2009-03-31T03:40:33-05:00","2009-03-31T03:40:34-05:00",88.154,159.78,"RIWH","Detected"
524,"Spectrogram 1",1,"2009-03-31T03:40:35-05:00","2009-03-31T03:40:37-05:00",55.096,236.915,"RIWH","Detected"
525,"Spectrogram 1",1,"2009-03-31T03:40:36-05:00","2009-03-31T03:40:38-05:00",93.664,165.289,"RIWH","Detected"
526,"Spectrogram 1",1,"2009-03-31T03:40:39-05:00","2009-03-31T03:40:40-05:00",101.928,165.289,"RIWH","Possibly_Detected"
527,"Spectrogram 1",1,"2009-03-31T03:40:53-05:00","2009-03-31T03:40:55-05:00",93.664,203.857,"RIWH","Possibly_Detected"
528,"Spectrogram 1",1,"2009-03-31T03:41:44-05:00","2009-03-31T03:41:46-05:00",101.928,201.102,"RIWH","Possibly_Detected"
529,"Spectrogram 1",1,"2009-03-31T03:41:47-05:00","2009-03-31T03:41:49-05:00",96.419,181.818,"RIWH","Detected"
530,"Spectrogram 1",1,"2009-03-31T03:42:22-05:00","2009-03-31T03:42:23-05:00",96.419,190.083,"RIWH","Detected"
531,"Spectrogram 1",1,"2009-03-31T03:42:26-05:00","2009-03-31T03:42:28-05:00",90.909,206.612,"RIWH","Possibly_Detected"
532,"Spectrogram 1",1,"2009-03-31T03:42:39-05:00","2009-03-31T03:42:40-05:00",85.399,173.554,"RIWH","Detected"
533,"Spectrogram 1",1,"2009-03-31T03:42:40-05:00","2009-03-31T03:42:42-05:00",82.645,190.083,"RIWH","Detected"
534,"Spectrogram 1",1,"2009-03-31T03:42:43-05:00","2009-03-31T03:42:44-05:00",85.399,179.063,"RIWH","Detected"
535,"Spectrogram 1",1,"2009-03-31T03:43:37-05:00","2009-03-31T03:43:39-05:00",110.193,247.934,"RIWH","Detected"
