Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
507	Spectrogram 1	1	1718.087979324	1718.368301000	5681.818	9732.900	0.2803	4051.082	-43.46	Whistle
509	Spectrogram 1	1	1718.775735229	1719.608281850	4181.818	19772.727	0.8325	15590.909	-46.41	Whistle
510	Spectrogram 1	1	1720.461530000	1721.324573000	3830.600	16968.400	0.8630	13137.800	-46.64	Whistle
511	Spectrogram 1	1	1722.224516000	1723.189725000	6254.100	19284.200	0.9652	13030.100	-49.40	Whistle
513	Spectrogram 1	1	1724.499593139	1725.022448505	5178.900	18500.000	0.5229	13321.100	-54.65	Whistle
514	Spectrogram 1	1	1725.308007974	1725.637809051	6772.727	10454.545	0.3298	3681.818	-60.11	Whistle
515	Spectrogram 1	1	1725.678028695	1726.040005486	7045.455	9772.727	0.3620	2727.273	-56.51	Whistle
516	Spectrogram 1	1	1726.196862096	1726.741139000	7818.182	9454.545	0.5443	1636.364	-50.73	Whistle
517	Spectrogram 1	1	1726.767981035	1727.004377000	7504.900	8912.100	0.2364	1407.200	-49.15	Whistle
518	Spectrogram 1	1	1727.152160000	1727.367253723	7114.000	9090.909	0.2151	1976.909	-51.04	Whistle
519	Spectrogram 1	1	1729.512072000	1730.444953000	3500.000	17636.364	0.9329	14136.364	-45.84	Whistle
520	Spectrogram 1	1	1733.502815365	1734.569026000	3227.273	22818.182	1.0662	19590.909	-48.67	Whistle
521	Spectrogram 1	1	1736.148459000	1736.545626000	3791.500	12625.400	0.3972	8833.900	-57.48	Whistle
522	Spectrogram 1	1	1738.207256000	1738.646917000	3915.800	20336.800	0.4397	16421.000	-58.28	Whistle
523	Spectrogram 1	1	1741.784040747	1742.910190766	4500.000	22409.091	1.1262	17909.091	-46.26	Whistle
524	Spectrogram 1	1	1743.775646558	1745.380287000	2636.364	22954.545	1.6046	20318.182	-41.95	Whistle
525	Spectrogram 1	1	1749.068550796	1750.476238320	4727.273	8409.091	1.4077	3681.818	-58.96	Whistle
526	Spectrogram 1	1	1756.142076000	1756.990499000	4612.400	14892.500	0.8484	10280.100	-62.59	Whistle
527	Spectrogram 1	1	1758.411576412	1760.233526265	4545.455	22181.818	1.8219	17636.364	-52.24	Whistle
528	Spectrogram 1	1	1761.661324821	1762.755299126	2727.273	15000.000	1.0940	12272.727	-56.88	Whistle
529	Spectrogram 1	1	1764.465083988	1765.900925262	2545.455	16818.182	1.4358	14272.727	-54.26	Whistle
530	Spectrogram 1	1	1772.292626000	1772.651419000	5263.200	13178.900	0.3588	7915.700	-59.57	Whistle
531	Spectrogram 1	1	1778.143787739	1778.513808459	3363.636	9954.545	0.3700	6590.909	-53.30	Whistle
532	Spectrogram 1	1	1779.877254375	1780.846547785	5636.364	12272.727	0.9693	6636.364	-61.09	Whistle
533	Spectrogram 1	1	3.103023007	3.288610508	4665.400	22340.200	0.1856	17674.800	-48.39	Whistle
535	Spectrogram 1	1	6.020475331	6.313703582	7895.300	18213.100	0.2932	10317.800	-65.55	Whistle
536	Spectrogram 1	1	6.395362082	6.499291082	5562.600	7985.000	0.1039	2422.400	-46.55	Whistle
538	Spectrogram 1	1	23.272666080	23.465677080	3499.100	5472.900	0.1930	1973.800	-64.62	Whistle
539	Spectrogram 1	1	92.098443500	92.239051710	5784.600	12061.500	0.1406	6276.900	-58.81	Whistle
540	Spectrogram 1	1	86.925030990	87.123821910	9353.800	10789.700	0.1988	1435.900	-44.23	Whistle
542	Spectrogram 1	1	92.704513380	92.825727360	5620.500	12184.600	0.1212	6564.100	-60.77	Whistle
543	Spectrogram 1	1	120.186146100	120.297663000	3405.100	8246.200	0.1115	4841.100	-52.88	Whistle
544	Spectrogram 1	1	121.786170600	121.873444700	6359.000	10010.300	0.0873	3651.300	-54.74	Whistle
545	Spectrogram 1	1	121.980113000	122.052841400	6153.800	10297.400	0.0727	4143.600	-54.24	Whistle
546	Spectrogram 1	1	122.140115400	122.237086600	5620.500	12964.100	0.0970	7343.600	-56.30	Whistle
547	Spectrogram 1	1	124.360755500	124.423786700	6276.900	10748.700	0.0630	4471.800	-54.12	Whistle
548	Spectrogram 1	1	124.496515100	124.603183400	5907.700	15712.800	0.1067	9805.100	-53.95	Whistle
549	Spectrogram 1	1	124.840762800	124.947431100	7302.600	8820.500	0.1067	1517.900	-54.15	Whistle
550	Spectrogram 1	1	124.908642700	124.971673900	3651.300	6482.100	0.0630	2830.800	-54.17	Whistle
551	Spectrogram 1	1	179.260967100	179.634306200	8533.300	11610.300	0.3733	3077.000	-69.08	Whistle
554	Spectrogram 1	1	256.231842200	256.338510500	5087.200	6933.300	0.1067	1846.100	-55.49	Whistle
555	Spectrogram 1	1	276.750936600	276.973970300	5784.600	8082.100	0.2230	2297.500	-68.00	Whistle
556	Spectrogram 1	1	277.628525800	277.817619600	5210.300	7630.800	0.1891	2420.500	-68.07	Whistle
557	Spectrogram 1	1	293.876039700	294.002102200	6974.400	11774.400	0.1261	4800.000	-62.35	Whistle
558	Spectrogram 1	1	294.884540000	294.991208300	5784.600	10666.700	0.1067	4882.100	-63.05	Whistle
559	Spectrogram 1	1	295.039693800	295.519701200	5497.400	9476.900	0.4800	3979.500	-60.55	Whistle
560	Spectrogram 1	1	297.216696900	297.599733000	4225.600	15302.600	0.3830	11077.000	-59.44	Whistle
561	Spectrogram 1	1	299.228848900	299.708856200	6359.000	9312.800	0.4800	2953.800	-57.45	Whistle
562	Spectrogram 1	1	299.674916300	301.245188669	3076.900	19454.545	1.5703	16377.645	-55.97	Bout
564	Spectrogram 1	1	306.351382100	308.247168700	3774.400	19446.200	1.8958	15671.800	-46.58	Bout
566	Spectrogram 1	1	335.025762000	336.719964498	2045.455	22276.900	1.6942	20231.445	-45.33	Whistle
569	Spectrogram 1	1	347.081500559	348.664765200	4454.545	21989.700	1.5833	17535.155	-51.60	Bout
571	Spectrogram 1	1	369.599041363	370.833784420	4090.909	20266.700	1.2347	16175.791	-51.38	Bout
573	Spectrogram 1	1	378.817385938	380.325855800	2863.636	22400.000	1.5085	19536.364	-50.90	Whistle
574	Spectrogram 1	1	408.520226700	408.748109000	5743.600	22441.000	0.2279	16697.400	-47.58	Whistle
577	Spectrogram 1	1	448.709932800	449.267517100	4184.600	12594.900	0.5576	8410.300	-56.38	Bout
578	Spectrogram 1	1	451.177849300	451.328154700	2256.400	14359.000	0.1503	12102.600	-46.21	Whistle
579	Spectrogram 1	1	455.318518800	455.653069400	3487.200	15466.700	0.3346	11979.500	-40.98	Whistle
580	Spectrogram 1	1	456.894300500	457.131879900	5948.700	12102.600	0.2376	6153.900	-41.53	Whistle
581	Spectrogram 1	1	457.277336600	457.524613200	4553.800	13989.700	0.2473	9435.900	-41.81	Whistle
582	Spectrogram 1	1	470.567237000	470.702996700	4225.600	5251.300	0.1358	1025.700	-48.98	Whistle
583	Spectrogram 1	1	470.892090500	471.052092900	3938.500	5743.600	0.1600	1805.100	-46.06	Whistle
584	Spectrogram 1	1	474.111533700	474.227899100	4061.500	7466.700	0.1164	3405.200	-50.00	Whistle
585	Spectrogram 1	1	474.363658800	474.528509800	5046.200	9148.700	0.1649	4102.500	-56.61	Whistle
586	Spectrogram 1	1	528.997219700	529.651775200	4266.700	10174.400	0.6546	5907.700	-59.94	Whistle
587	Spectrogram 1	1	553.249707100	554.040022300	7138.500	12923.100	0.7903	5784.600	-69.02	Whistle
588	Spectrogram 1	1	554.937005700	555.344284700	7835.900	13989.700	0.4073	6153.800	-69.25	Whistle
589	Spectrogram 1	1	558.306754200	558.471605200	6769.200	10912.800	0.1649	4143.600	-39.68	Whistle
590	Spectrogram 1	1	563.514104200	563.683803700	9394.900	10666.700	0.1697	1271.800	-54.20	Whistle
591	Spectrogram 1	1	593.109698600	593.507280500	6687.200	11651.300	0.3976	4964.100	-70.46	Whistle
593	Spectrogram 1	1	629.031612800	631.116493200	2994.900	22687.200	2.0849	19692.300	-38.45	Bout
594	Spectrogram 1	1	649.264642200	649.565252900	3200.000	9230.800	0.3006	6030.800	-53.76	Whistle
595	Spectrogram 1	1	656.644146600	656.838088900	4389.700	8041.000	0.1939	3651.300	-58.07	Whistle
596	Spectrogram 1	1	657.090214000	657.211428000	6400.000	8533.300	0.1212	2133.300	-54.48	Whistle
597	Spectrogram 1	1	658.840543800	658.990849200	8369.200	12225.600	0.1503	3856.400	-64.64	Whistle
598	Spectrogram 1	1	659.364185700	659.499945400	7589.700	9312.800	0.1358	1723.100	-53.79	Whistle
599	Spectrogram 1	1	659.572673700	659.674493500	6892.300	9066.700	0.1018	2174.400	-56.57	Whistle
600	Spectrogram 1	1	660.062378200	660.270866200	3200.000	10420.500	0.2085	7220.500	-40.26	Whistle
601	Spectrogram 1	1	660.421171600	660.615113900	4635.900	9969.200	0.1939	5333.300	-42.51	Whistle
602	Spectrogram 1	1	661.570280100	661.706039700	4635.900	7056.400	0.1358	2420.500	-53.14	Whistle
603	Spectrogram 1	1	662.098773000	662.253926900	4020.500	14071.800	0.1552	10051.300	-55.36	Whistle
604	Spectrogram 1	1	662.501203400	662.670903000	4471.800	15712.800	0.1697	11241.000	-53.60	Whistle
605	Spectrogram 1	1	663.272124300	663.529097900	8369.200	12020.500	0.2570	3651.300	-45.09	Whistle
606	Spectrogram 1	1	663.689100400	663.902437000	8492.300	21456.400	0.2133	12964.100	-54.88	Whistle
607	Spectrogram 1	1	665.395793200	665.526704300	7712.800	9723.100	0.1309	2010.300	-44.46	Whistle
608	Spectrogram 1	1	665.332761900	665.798223600	9435.900	14235.900	0.4655	4800.000	-56.00	Whistle
609	Spectrogram 1	1	665.919437600	666.030954400	6564.100	8246.200	0.1115	1682.100	-56.36	Whistle
610	Spectrogram 1	1	666.336413600	666.472173300	8041.000	10174.400	0.1358	2133.400	-61.08	Whistle
611	Spectrogram 1	1	667.092788800	667.199457100	5743.600	9394.900	0.1067	3651.300	-54.05	Whistle
613	Spectrogram 1	1	693.706667856	695.515039500	4318.182	22482.100	1.8084	18163.918	-47.50	Bout
616	Spectrogram 1	1	696.313644480	697.992653200	4090.909	22235.900	1.6790	18144.991	-47.85	Bout
617	Spectrogram 1	1	706.715211000	706.846122100	5907.700	7302.600	0.1309	1394.900	-48.56	Whistle
618	Spectrogram 1	1	715.040186900	715.384434600	5087.200	10625.600	0.3442	5538.400	-43.86	Whistle
619	Spectrogram 1	1	721.934837900	722.109386000	8615.400	10789.700	0.1745	2174.300	-37.36	Whistle
620	Spectrogram 1	1	722.351813900	722.536059200	7466.700	11651.300	0.1842	4184.600	-38.69	Whistle
621	Spectrogram 1	1	722.904549700	723.064552100	7507.700	14728.200	0.1600	7220.500	-34.79	Whistle
624	Spectrogram 1	1	735.452620500	735.573834500	8451.300	10953.800	0.1212	2502.500	-40.27	Whistle
625	Spectrogram 1	1	735.971416300	736.097478900	8779.500	11241.000	0.1261	2461.500	-40.77	Whistle
626	Spectrogram 1	1	736.407786600	736.582334800	6523.100	12061.500	0.1745	5538.400	-43.09	Whistle
627	Spectrogram 1	1	750.574523077	751.588625100	1772.727	19076.900	1.0141	17304.173	-32.82	Bout
629	Spectrogram 1	1	758.420244800	758.876009300	9805.100	14892.300	0.4558	5087.200	-52.08	Whistle
630	Spectrogram 1	1	759.394805100	759.622687400	4430.800	13374.400	0.2279	8943.600	-45.35	Whistle
631	Spectrogram 1	1	759.690567200	760.068754900	6235.900	13128.200	0.3782	6892.300	-43.66	Whistle
633	Spectrogram 1	1	778.643584600	778.745404300	6441.000	8697.400	0.1018	2256.400	-49.91	Whistle
634	Spectrogram 1	1	788.539493600	788.743133100	8861.500	11569.200	0.2036	2707.700	-41.14	Whistle
635	Spectrogram 1	1	789.160109200	789.349203000	4307.700	21456.400	0.1891	17148.700	-42.84	Whistle
636	Spectrogram 1	1	789.460719900	789.741936300	4635.900	22276.900	0.2812	17641.000	-38.59	Whistle
637	Spectrogram 1	1	789.819513200	790.154063800	4964.100	22030.800	0.3346	17066.700	-41.13	Whistle
638	Spectrogram 1	1	790.430431700	790.595282700	9271.800	20143.600	0.1649	10871.800	-41.15	Whistle
639	Spectrogram 1	1	790.624373300	791.075289300	6441.000	21825.600	0.4509	15384.600	-42.31	Whistle
640	Spectrogram 1	1	793.572297200	793.923548315	3681.818	24000.000	0.3513	20318.182	-42.36	Whistle
642	Spectrogram 1	1	796.171124900	796.525069700	4800.000	21948.700	0.3539	17148.700	-45.35	Whistle
643	Spectrogram 1	1	796.738406300	797.208716500	5046.200	19569.200	0.4703	14523.000	-41.86	Whistle
644	Spectrogram 1	1	797.257202100	797.412356000	5169.200	20759.000	0.1552	15589.800	-48.19	Whistle
645	Spectrogram 1	1	798.445099100	798.600252900	3856.400	19035.900	0.1552	15179.500	-44.82	Whistle
646	Spectrogram 1	1	798.653587100	798.789346700	5620.500	16574.400	0.1358	10953.900	-48.12	Whistle
647	Spectrogram 1	1	798.886317900	799.051168900	4102.600	18174.400	0.1649	14071.800	-40.19	Whistle
648	Spectrogram 1	1	799.114200200	799.254808400	5579.500	15302.600	0.1406	9723.100	-43.44	Whistle
649	Spectrogram 1	1	806.978563000	807.138565400	6359.000	11692.300	0.1600	5333.300	-53.10	Whistle
650	Spectrogram 1	1	812.025913000	812.418646300	5620.500	22359.000	0.3927	16738.500	-47.14	Whistle
651	Spectrogram 1	1	814.513223800	814.901108500	3035.900	22482.100	0.3879	19446.200	-44.18	Whistle
652	Spectrogram 1	1	820.869684700	821.621211400	4020.500	22359.000	0.7515	18338.500	-38.91	Whistle
653	Spectrogram 1	1	821.674545500	821.839396500	4923.100	17764.100	0.1649	12841.000	-41.06	Whistle
654	Spectrogram 1	1	831.279541000	832.113493200	5128.200	12800.000	0.8340	7671.800	-57.59	Whistle
655	Spectrogram 1	1	835.066265600	835.580212900	5128.200	18051.300	0.5139	12923.100	-42.86	Whistle
656	Spectrogram 1	1	887.305755400	889.151623754	5090.909	21989.700	1.8459	16898.791	-48.41	Bout
658	Spectrogram 1	1	889.497304100	890.869446300	5333.300	22153.800	1.3721	16820.500	-45.57	Whistle
659	Spectrogram 1	1	901.259908400	901.405365200	9600.000	10953.800	0.1455	1353.800	-48.71	Whistle
660	Spectrogram 1	1	902.845387200	903.029632400	8943.600	11528.200	0.1842	2584.600	-50.96	Whistle
661	Spectrogram 1	1	903.339940200	903.529034000	8287.200	11159.000	0.1891	2871.800	-50.79	Whistle
662	Spectrogram 1	1	918.991088900	919.422610600	4266.700	21210.300	0.4315	16943.600	-36.99	Whistle
663	Spectrogram 1	1	921.985763786	922.302654700	9272.727	14071.800	0.3169	4799.073	-44.90	Whistle
664	Spectrogram 1	1	922.326897500	922.501057101	4363.636	11727.273	0.1742	7363.636	-36.31	Bout
666	Spectrogram 1	1	925.037242000	925.502703700	7507.700	13292.300	0.4655	5784.600	-42.62	Whistle
667	Spectrogram 1	1	927.000908400	927.752435100	4430.800	18953.800	0.7515	14523.000	-39.75	Whistle
668	Spectrogram 1	1	927.757283600	928.242139600	5497.400	21169.200	0.4849	15671.800	-46.01	Whistle
669	Spectrogram 1	1	928.436081900	929.444582200	5415.400	18543.600	1.0085	13128.200	-42.13	Whistle
670	Spectrogram 1	1	930.142774700	930.448233900	4430.800	20307.700	0.3055	15876.900	-39.57	Whistle
671	Spectrogram 1	1	930.491871000	930.816724400	4759.000	14523.100	0.3249	9764.100	-32.34	Whistle
672	Spectrogram 1	1	930.792481600	931.379157300	3569.200	18789.700	0.5867	15220.500	-36.85	Whistle
673	Spectrogram 1	1	931.719400124	931.960717986	4500.000	15909.091	0.2413	11409.091	-40.27	Whistle
674	Spectrogram 1	1	936.707723700	937.326019645	3909.091	10174.400	0.6183	6265.309	-42.28	Bout
676	Spectrogram 1	1	937.318642100	937.725921100	5579.500	14276.900	0.4073	8697.400	-41.34	Whistle
677	Spectrogram 1	1	937.842286500	938.244716900	4882.100	13579.500	0.4024	8697.400	-39.71	Whistle
678	Spectrogram 1	1	938.482296300	938.816846900	7753.800	14892.300	0.3346	7138.500	-41.15	Whistle
679	Spectrogram 1	1	939.068971900	940.348991500	3076.900	20430.800	1.2800	17353.900	-32.10	Whistle
680	Spectrogram 1	1	941.323551900	942.792962481	3181.818	18051.300	1.4694	14869.482	-38.38	Whistle
684	Spectrogram 1	1	942.831453800	943.448542671	3045.455	18789.700	0.6171	15744.245	-46.45	Whistle
686	Spectrogram 1	1	943.738124023	945.049284403	3772.727	18666.700	1.3112	14893.973	-34.26	Whistle
687	Spectrogram 1	1	949.857015800	950.424297200	4020.500	10010.300	0.5673	5989.800	-41.24	Whistle
688	Spectrogram 1	1	950.846121900	951.141884000	5866.700	14276.900	0.2958	8410.200	-36.23	Whistle
689	Spectrogram 1	1	951.180672500	951.427949000	4759.000	11241.000	0.2473	6482.000	-32.18	Whistle
690	Spectrogram 1	1	951.554011500	952.596451700	6851.300	15302.600	1.0424	8451.300	-37.19	Whistle
691	Spectrogram 1	1	953.813440000	954.031625200	4512.800	13415.400	0.2182	8902.600	-39.43	Whistle
692	Spectrogram 1	1	959.786864800	959.937170100	6892.300	9189.700	0.1503	2297.400	-51.33	Whistle
693	Spectrogram 1	1	961.129915600	961.255978200	4800.000	8328.200	0.1261	3528.200	-41.96	Whistle
694	Spectrogram 1	1	984.587244400	984.887855000	3856.400	8574.400	0.3006	4718.000	-51.59	Whistle
695	Spectrogram 1	1	990.100056000	990.352181100	8205.100	11897.400	0.2521	3692.300	-63.64	Whistle
697	Spectrogram 1	1	990.409010497	991.055222200	4000.000	11446.200	0.6462	7446.200	-61.09	Bout
698	Spectrogram 1	1	991.137647700	991.283104400	7138.500	9230.800	0.1455	2092.300	-58.64	Whistle
699	Spectrogram 1	1	997.731688000	997.993510200	3856.400	9969.200	0.2618	6112.800	-60.01	Whistle
700	Spectrogram 1	1	1000.107482000	1001.100141835	3863.636	18590.909	0.9927	14727.273	-53.32	Whistle
703	Spectrogram 1	1	1004.388760000	1004.868767000	2772.727	16861.500	0.4800	14088.773	-39.80	Bout
704	Spectrogram 1	1	1019.162319000	1019.908997000	8328.200	13169.200	0.7467	4841.000	-56.79	Whistle
705	Spectrogram 1	1	1103.144145000	1103.459302000	5579.500	10338.500	0.3152	4759.000	-58.67	Whistle
706	Spectrogram 1	1	1103.546576000	1103.968400000	3774.400	9764.100	0.4218	5989.700	-56.93	Whistle
707	Spectrogram 1	1	1104.637501000	1105.781761000	4266.700	20090.909	1.1443	15824.209	-58.18	Whistle
708	Spectrogram 1	1	1114.354006000	1114.717648000	7794.900	12471.800	0.3636	4676.900	-68.89	Whistle
709	Spectrogram 1	1	1119.478926000	1119.735899000	3938.500	13333.300	0.2570	9394.800	-61.75	Whistle
710	Spectrogram 1	1	1123.862021000	1124.041417000	3733.300	9846.200	0.1794	6112.900	-58.83	Whistle
711	Spectrogram 1	1	1139.261029000	1139.382243000	8246.200	10092.300	0.1212	1846.100	-62.99	Whistle
712	Spectrogram 1	1	1146.892654000	1147.038110000	4717.900	13497.400	0.1455	8779.500	-60.07	Whistle
713	Spectrogram 1	1	1147.939942000	1148.676591936	3323.100	12863.636	0.7366	9540.536	-56.39	Whistle
715	Spectrogram 1	1	1150.272097000	1150.451493000	3856.400	13374.400	0.1794	9518.000	-45.63	Whistle
716	Spectrogram 1	1	1150.558162000	1150.994532000	3897.400	14071.800	0.4364	10174.400	-46.76	Whistle
717	Spectrogram 1	1	1151.013926000	1151.207869000	4184.600	12061.500	0.1939	7876.900	-48.03	Whistle
718	Spectrogram 1	1	1152.701220000	1152.851525000	5087.200	7671.800	0.1503	2584.600	-53.38	Whistle
719	Spectrogram 1	1	1154.863677000	1155.309745000	3897.400	15507.700	0.4461	11610.300	-57.91	Whistle
721	Spectrogram 1	1	1182.035270000	1183.034073000	5620.500	15015.400	0.9988	9394.900	-43.90	Whistle
722	Spectrogram 1	1	1184.852282000	1185.967451000	4635.900	21784.600	1.1152	17148.700	-47.74	Whistle
723	Spectrogram 1	1	1192.251178000	1192.420878000	4348.700	6564.100	0.1697	2215.400	-54.60	Whistle
724	Spectrogram 1	1	1207.451399000	1207.916860000	3035.900	10871.800	0.4655	7835.900	-55.66	Whistle
725	Spectrogram 1	1	1207.960497000	1208.110803000	4266.700	10625.600	0.1503	6358.900	-61.82	Whistle
726	Spectrogram 1	1	1208.120500000	1208.275654000	4061.500	11979.500	0.1552	7918.000	-60.21	Whistle
727	Spectrogram 1	1	1208.304745000	1208.692630000	3159.000	11733.300	0.3879	8574.300	-58.67	Whistle
728	Spectrogram 1	1	1208.755658000	1209.405365000	3815.400	18707.700	0.6497	14892.300	-59.78	Whistle
732	Spectrogram 1	1	1244.125869000	1244.198598000	9805.100	11364.100	0.0727	1559.000	-63.82	Whistle
733	Spectrogram 1	1	1259.044873000	1259.233967000	7712.800	9476.900	0.1891	1764.100	-46.48	Whistle
734	Spectrogram 1	1	1259.646094000	1259.791551000	7015.400	9312.800	0.1455	2297.400	-65.69	Whistle
735	Spectrogram 1	1	1260.101859000	1260.247315000	6482.100	11610.300	0.1455	5128.200	-60.67	Whistle
736	Spectrogram 1	1	1265.129809000	1265.546786000	4800.000	8779.500	0.4170	3979.500	-59.68	Whistle
737	Spectrogram 1	1	1274.991771000	1275.151773000	13989.700	16779.500	0.1600	2789.800	-68.48	Whistle
738	Spectrogram 1	1	1282.094905000	1282.400364000	3733.300	11282.100	0.3055	7548.800	-61.55	Whistle
739	Spectrogram 1	1	1287.908322000	1288.005294000	8902.600	10871.800	0.0970	1969.200	-57.15	Whistle
740	Spectrogram 1	1	1292.747179000	1293.028396000	5251.300	16164.100	0.2812	10912.800	-59.65	Whistle
741	Spectrogram 1	1	1300.480626000	1300.718205000	2338.500	11856.400	0.2376	9517.900	-56.62	Whistle
742	Spectrogram 1	1	1304.157878957	1304.461288000	5363.636	16454.545	0.3034	11090.909	-59.52	Bout
743	Spectrogram 1	1	1309.566818000	1309.862580000	9435.900	19200.000	0.2958	9764.100	-62.08	Whistle
744	Spectrogram 1	1	1310.686835000	1310.837141000	8779.500	15712.800	0.1503	6933.300	-59.31	Whistle
746	Spectrogram 1	1	1314.478403000	1314.599617000	6400.000	18830.800	0.1212	12430.800	-54.19	Whistle
747	Spectrogram 1	1	1323.797334000	1325.357352566	1846.200	17727.273	1.5600	15881.073	-53.27	Whistle
749	Spectrogram 1	1	1325.547664000	1325.736758000	9682.100	11651.300	0.1891	1969.200	-63.75	Whistle
750	Spectrogram 1	1	1360.622122000	1361.611228000	5743.600	11528.200	0.9891	5784.600	-66.31	Whistle
751	Spectrogram 1	1	1363.700957000	1365.082797000	5169.200	22030.800	1.3818	16861.600	-48.73	Whistle
752	Spectrogram 1	1	1378.843007000	1380.239392000	5087.200	22646.200	1.3964	17559.000	-45.03	Whistle
753	Spectrogram 1	1	1381.441835000	1382.838220000	5456.400	22441.000	1.3964	16984.600	-44.23	Whistle
754	Spectrogram 1	1	1383.531564000	1384.763098000	4553.800	22564.100	1.2315	18010.300	-43.93	Whistle
755	Spectrogram 1	1	1385.529170000	1386.731613000	5251.300	22235.900	1.2024	16984.600	-48.14	Whistle
757	Spectrogram 1	1	1387.421867183	1388.874676000	4000.000	20882.100	1.4528	16882.100	-51.22	Bout
758	Spectrogram 1	1	1389.451655000	1390.372881000	4964.100	21907.700	0.9212	16943.600	-55.34	Whistle
759	Spectrogram 1	1	1408.268912000	1409.311352000	5046.200	12307.700	1.0424	7261.500	-64.37	Whistle
761	Spectrogram 1	1	1410.620463000	1410.746526000	4717.900	11446.200	0.1261	6728.300	-43.71	Whistle
762	Spectrogram 1	1	1410.795012000	1410.916226000	4800.000	12923.100	0.1212	8123.100	-45.47	Whistle
763	Spectrogram 1	1	1411.051985000	1411.396233000	4964.100	16041.000	0.3442	11076.900	-51.15	Whistle
764	Spectrogram 1	1	1411.638661000	1412.002303000	4181.818	19446.200	0.3636	15264.382	-51.45	Whistle
765	Spectrogram 1	1	1412.012000000	1412.705344000	3241.000	19856.400	0.6933	16615.400	-49.89	Whistle
766	Spectrogram 1	1	1413.098077000	1413.418082000	4184.600	15261.500	0.3200	11076.900	-48.93	Whistle
767	Spectrogram 1	1	1413.607176000	1413.912635000	4020.500	16820.500	0.3055	12800.000	-50.47	Whistle
768	Spectrogram 1	1	1421.597601000	1421.907909000	5251.300	20553.800	0.3103	15302.500	-50.80	Whistle
769	Spectrogram 1	1	1423.929758000	1424.244914000	4553.800	20020.500	0.3152	15466.700	-48.07	Whistle
772	Spectrogram 1	1	1425.701366577	1426.552828000	3035.900	22863.636	0.8515	19827.736	-46.74	Whistle
773	Spectrogram 1	1	1427.876485000	1428.206187000	3610.300	17476.900	0.3297	13866.600	-44.16	Whistle
774	Spectrogram 1	1	1428.404978000	1428.754074000	3405.100	14400.000	0.3491	10994.900	-42.28	Whistle
775	Spectrogram 1	1	1431.348053000	1431.556541000	3897.400	18502.600	0.2085	14605.200	-65.13	Whistle
776	Spectrogram 1	1	1431.595330000	1431.735938000	6112.800	10666.700	0.1406	4553.900	-62.68	Whistle
777	Spectrogram 1	1	1431.774727000	1431.866849000	7179.500	13948.700	0.0921	6769.200	-59.11	Whistle
778	Spectrogram 1	1	1439.876669000	1440.085157000	4594.900	10461.500	0.2085	5866.600	-47.19	Whistle
779	Spectrogram 1	1	1440.128794000	1440.346979000	5784.600	11774.400	0.2182	5989.800	-47.09	Whistle
780	Spectrogram 1	1	1440.380919000	1440.506981000	6482.100	14564.100	0.1261	8082.000	-48.07	Whistle
781	Spectrogram 1	1	1441.326388000	1441.500936000	6276.900	11035.900	0.1745	4759.000	-55.24	Whistle
782	Spectrogram 1	1	1441.791850000	1441.883972000	8287.200	11241.000	0.0921	2953.800	-50.87	Whistle
783	Spectrogram 1	1	1446.902231000	1447.008899000	4800.000	10215.400	0.1067	5415.400	-47.32	Whistle
784	Spectrogram 1	1	1447.042839000	1447.610120000	4307.700	20635.900	0.5673	16328.200	-48.13	Whistle
786	Spectrogram 1	1	1448.393295517	1449.040445000	4717.900	19272.727	0.6471	14554.827	-43.15	Whistle
787	Spectrogram 1	1	1449.418896427	1449.850155000	4000.000	19200.000	0.4313	15200.000	-46.85	Whistle
788	Spectrogram 1	1	1479.673642000	1480.754870000	4923.100	11815.400	1.0812	6892.300	-50.59	Whistle
789	Spectrogram 1	1	1481.879858537	1483.006008556	5863.636	13909.091	1.1262	8045.455	-52.52	Whistle
790	Spectrogram 1	1	1486.858611434	1486.995358223	8954.545	10954.545	0.1367	2000.000	-49.63	Whistle
791	Spectrogram 1	1	1490.146529000	1490.723508000	3651.300	21046.200	0.5770	17394.900	-49.97	Whistle
792	Spectrogram 1	1	1491.271395000	1491.445943000	8082.100	11117.900	0.1745	3035.800	-47.56	Whistle
793	Spectrogram 1	1	1498.461808000	1498.646053000	7056.400	10830.800	0.1842	3774.400	-55.26	Whistle
794	Spectrogram 1	1	1499.984255000	1500.173349000	6317.900	10502.600	0.1891	4184.700	-52.06	Whistle
795	Spectrogram 1	1	1501.307912000	1501.492157000	6933.300	10912.800	0.1842	3979.500	-53.17	Whistle
796	Spectrogram 1	1	1503.455824000	1503.737040000	6071.800	10789.700	0.2812	4717.900	-53.08	Whistle
797	Spectrogram 1	1	1505.230396000	1505.521310000	8287.200	11200.000	0.2909	2912.800	-54.45	Whistle
798	Spectrogram 1	1	1507.441339000	1507.688616000	7343.600	11035.900	0.2473	3692.300	-54.95	Whistle
799	Spectrogram 1	1	1507.974681000	1508.275291000	6851.300	10420.500	0.3006	3569.200	-57.94	Whistle
800	Spectrogram 1	1	1509.269246000	1509.477734000	6687.200	10666.700	0.2085	3979.500	-54.88	Whistle
801	Spectrogram 1	1	1508.915301000	1509.148343294	5251.300	11409.091	0.2330	6157.791	-53.66	Whistle
