Selection	View	Channel	Begin File	End File	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Begin Date Time	End Date Time	Delta Time (s)	signalType	species	deploymentType	deploymentID	selectionID
177	Spectrogram 1	1	F_D07_20231011_203200.WAV	F_D07_20231011_203200.WAV	2401.220364254	2404.761719953	4618.868	29705.66	13125	2023-10-11 20:32:07.2204	2023-10-11 20:32:10.7617	3.5414	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_177_delphinidae_whistles
178	Spectrogram 1	1	F_D07_20231011_203200.WAV	F_D07_20231011_203200.WAV	2408.434208418	2410.246415919	5705.66	31154.717	24187.5	2023-10-11 20:32:14.4342	2023-10-11 20:32:16.2464	1.8122	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_178_delphinidae_whistles
179	Spectrogram 1	1	F_D07_20231011_203200.WAV	F_D07_20231011_203200.WAV	2410.600797328	2414.83738111	8674.699	44722.892	25125	2023-10-11 20:32:16.6008	2023-10-11 20:32:20.8374	4.2366	clicks	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_179_delphinidae_clicks
180	Spectrogram 1	1	F_D07_20231011_222000.WAV	F_D07_20231011_222400.WAV	2459.292033295	2573.931025534	9445.783	48000	9562.5	2023-10-11 22:20:05.292	2023-10-11 22:24:59.931	114.639	clicks	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_180_delphinidae_clicks
181	Spectrogram 1	1	F_D07_20231011_230800.WAV	F_D07_20231011_231200.WAV	2642.052831866	2749.79899036	9327.935	47028.34	16500	2023-10-11 23:08:08.0528	2023-10-11 23:12:55.799	107.7462	clicks	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_181_delphinidae_clicks
182	Spectrogram 1	1	F_D07_20231011_231600.WAV	F_D07_20231011_231600.WAV	2781.728568175	2783.454391271	3532.075	22188.679	15750	2023-10-11 23:16:27.7286	2023-10-11 23:16:29.4544	1.7258	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_182_delphinidae_whistles
183	Spectrogram 1	1	F_D07_20231011_231600.WAV	F_D07_20231011_231600.WAV	2804.598854475	2807.040181187	4981.132	23366.038	15750	2023-10-11 23:16:50.5989	2023-10-11 23:16:53.0402	2.4413	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_183_delphinidae_whistles
184	Spectrogram 1	1	F_D07_20231011_231600.WAV	F_D07_20231011_231600.WAV	2807.94666742	2809.672490517	4075.472	22732.075	15750	2023-10-11 23:16:53.9467	2023-10-11 23:16:55.6725	1.7258	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_184_delphinidae_whistles
185	Spectrogram 1	1	F_D07_20231011_231600.WAV	F_D07_20231011_231600.WAV	2809.856493597	2811.582316694	3803.774	22460.377	15750	2023-10-11 23:16:55.8565	2023-10-11 23:16:57.5823	1.7258	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_185_delphinidae_whistles
186	Spectrogram 1	1	F_D07_20231011_232800.WAV	F_D07_20231011_232800.WAV	2815.159695544	2816.885518641	4437.736	23094.34	12937.5	2023-10-11 23:28:01.1597	2023-10-11 23:28:02.8855	1.7258	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_186_delphinidae_whistles
187	Spectrogram 1	1	F_D07_20231011_232800.WAV	F_D07_20231011_232800.WAV	2819.237736145	2820.963559242	3803.774	22460.377	12562.5	2023-10-11 23:28:05.2377	2023-10-11 23:28:06.9636	1.7258	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_187_delphinidae_whistles
188	Spectrogram 1	1	F_D07_20231011_232800.WAV	F_D07_20231011_232800.WAV	2822.070864761	2823.796687858	4256.604	22913.208	12750	2023-10-11 23:28:08.0709	2023-10-11 23:28:09.7967	1.7258	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_188_delphinidae_whistles
189	Spectrogram 1	1	F_D07_20231012_010000.WAV	F_D07_20231012_010000.WAV	2926.977290592	2927.716625153	3532.075	22550.943	12937.5	2023-10-12 01:00:52.9773	2023-10-12 01:00:53.7166	0.7393	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_189_delphinidae_whistles
190	Spectrogram 1	1	F_D07_20231012_010000.WAV	F_D07_20231012_010000.WAV	2929.811135611	2930.550470171	6792.453	25811.321	12937.5	2023-10-12 01:00:55.8111	2023-10-12 01:00:56.5505	0.7393	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_190_delphinidae_whistles
191	Spectrogram 1	1	F_D07_20231012_010800.WAV	F_D07_20231012_010800.WAV	2934.05318924	2976.594587512	6634.146	40585.366	25125	2023-10-12 01:08:00.0532	2023-10-12 01:08:42.5946	42.5414	clicks	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_191_delphinidae_clicks
192	Spectrogram 1	1	F_D07_20231012_014000.WAV	F_D07_20231012_014000.WAV	3025.110054024	3026.524508566	3894.34	23003.774	14625	2023-10-12 01:40:31.1101	2023-10-12 01:40:32.5245	1.4145	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_192_delphinidae_whistles
193	Spectrogram 1	1	F_D07_20231012_014000.WAV	F_D07_20231012_014000.WAV	3029.446482873	3030.714891884	3713.208	22098.113	12562.5	2023-10-12 01:40:35.4465	2023-10-12 01:40:36.7149	1.2684	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_193_delphinidae_whistles
194	Spectrogram 1	1	F_D07_20231012_015600.WAV	F_D07_20231012_020000.WAV	3087.037308545	3140.380013583	7804.878	40585.366	20625	2023-10-12 01:56:33.0373	2023-10-12 02:00:26.38	53.3427	clicks	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_194_delphinidae_clicks
195	Spectrogram 1	1	F_D07_20231012_020000.WAV	F_D07_20231012_020000.WAV	3128.434297196	3129.820666059	3441.509	23456.604	12750	2023-10-12 02:00:14.4343	2023-10-12 02:00:15.8207	1.3864	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_195_delphinidae_whistles
196	Spectrogram 1	1	F_D07_20231012_020000.WAV	F_D07_20231012_020000.WAV	3130.250908791	3131.637277653	3396.226	23411.321	12750	2023-10-12 02:00:16.2509	2023-10-12 02:00:17.6373	1.3864	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_196_delphinidae_whistles
197	Spectrogram 1	1	F_D07_20231012_023200.WAV	F_D07_20231012_023200.WAV	3183.995648341	3186.430144875	6113.208	22822.642	9375	2023-10-12 02:32:09.9956	2023-10-12 02:32:12.4301	2.4345	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_197_delphinidae_whistles
198	Spectrogram 1	1	F_D07_20231012_023200.WAV	F_D07_20231012_023200.WAV	3187.910792004	3189.297160866	3577.358	23592.453	14062.5	2023-10-12 02:32:13.9108	2023-10-12 02:32:15.2972	1.3864	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_198_delphinidae_whistles
199	Spectrogram 1	1	F_D07_20231012_023200.WAV	F_D07_20231012_023200.WAV	3202.974179935	3204.360548798	5207.547	25222.642	6375	2023-10-12 02:32:28.9742	2023-10-12 02:32:30.3605	1.3864	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_199_delphinidae_whistles
200	Spectrogram 1	1	F_D07_20231012_023200.WAV	F_D07_20231012_023200.WAV	3214.601764649	3215.25562913	6113.208	22143.396	12937.5	2023-10-12 02:32:40.6018	2023-10-12 02:32:41.2556	0.6539	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_200_delphinidae_whistles
201	Spectrogram 1	1	F_D07_20231012_024800.WAV	F_D07_20231012_024800.WAV	3238.411431611	3239.797800474	3441.509	23456.604	12750	2023-10-12 02:48:04.4114	2023-10-12 02:48:05.7978	1.3864	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_201_delphinidae_whistles
202	Spectrogram 1	1	F_D07_20231012_024800.WAV	F_D07_20231012_024800.WAV	3241.304559816	3242.173545663	3939.623	22867.925	12562.5	2023-10-12 02:48:07.3046	2023-10-12 02:48:08.1735	0.869	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_202_delphinidae_whistles
203	Spectrogram 1	1	F_D07_20231012_024800.WAV	F_D07_20231012_024800.WAV	3256.645982652	3258.726599629	3939.623	24815.094	12750	2023-10-12 02:48:22.646	2023-10-12 02:48:24.7266	2.0806	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_203_delphinidae_whistles
204	Spectrogram 1	1	F_D07_20231012_024800.WAV	F_D07_20231012_024800.WAV	3259.295153942	3260.681522804	4120.755	24135.849	12750	2023-10-12 02:48:25.2952	2023-10-12 02:48:26.6815	1.3864	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_204_delphinidae_whistles
205	Spectrogram 1	1	F_D07_20231012_024800.WAV	F_D07_20231012_024800.WAV	3261.248247	3262.739064717	3939.623	23954.717	12562.5	2023-10-12 02:48:27.2482	2023-10-12 02:48:28.7391	1.4908	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_205_delphinidae_whistles
206	Spectrogram 1	1	F_D07_20231012_024800.WAV	F_D07_20231012_024800.WAV	3263.637199926	3265.023568789	3441.509	23456.604	12562.5	2023-10-12 02:48:29.6372	2023-10-12 02:48:31.0236	1.3864	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_206_delphinidae_whistles
207	Spectrogram 1	1	F_D07_20231012_024800.WAV	F_D07_20231012_024800.WAV	3265.970811475	3267.357180338	3441.509	23456.604	14812.5	2023-10-12 02:48:31.9708	2023-10-12 02:48:33.3572	1.3864	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_207_delphinidae_whistles
208	Spectrogram 1	1	F_D07_20231012_024800.WAV	F_D07_20231012_024800.WAV	3268.38056274	3269.766931602	3441.509	23456.604	6187.5	2023-10-12 02:48:34.3806	2023-10-12 02:48:35.7669	1.3864	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_208_delphinidae_whistles
209	Spectrogram 1	1	F_D07_20231012_024800.WAV	F_D07_20231012_024800.WAV	3279.25310727	3280.639476133	3441.509	23456.604	14062.5	2023-10-12 02:48:45.2531	2023-10-12 02:48:46.6395	1.3864	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_209_delphinidae_whistles
210	Spectrogram 1	1	F_D07_20231012_025200.WAV	F_D07_20231012_025200.WAV	3294.069844398	3295.077588435	4166.038	24135.849	12937.5	2023-10-12 02:52:00.0698	2023-10-12 02:52:01.0776	1.0077	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_210_delphinidae_whistles
211	Spectrogram 1	1	F_D07_20231012_025200.WAV	F_D07_20231012_025200.WAV	3299.992640078	3301.37900894	3441.509	23456.604	15750	2023-10-12 02:52:05.9926	2023-10-12 02:52:07.379	1.3864	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_211_delphinidae_whistles
212	Spectrogram 1	1	F_D07_20231012_025200.WAV	F_D07_20231012_025600.WAV	3300.234523346	3384.053136819	9951.22	36878.049	15750	2023-10-12 02:52:06.2345	2023-10-12 02:56:30.0531	83.8186	clicks	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_212_delphinidae_clicks
213	Spectrogram 1	1	F_D07_20231012_025200.WAV	F_D07_20231012_025200.WAV	3306.374479315	3307.760848178	3577.358	23592.453	19687.5	2023-10-12 02:52:12.3745	2023-10-12 02:52:13.7608	1.3864	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_213_delphinidae_whistles
214	Spectrogram 1	1	F_D07_20231012_025200.WAV	F_D07_20231012_025200.WAV	3329.679730142	3331.066099005	4483.019	24498.113	14250	2023-10-12 02:52:35.6797	2023-10-12 02:52:37.0661	1.3864	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_214_delphinidae_whistles
215	Spectrogram 1	1	F_D07_20231012_025200.WAV	F_D07_20231012_025200.WAV	3331.173888269	3332.560257131	3441.509	23456.604	14437.5	2023-10-12 02:52:37.1739	2023-10-12 02:52:38.5603	1.3864	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_215_delphinidae_whistles
216	Spectrogram 1	1	F_D07_20231012_025200.WAV	F_D07_20231012_025200.WAV	3342.550993327	3343.93736219	3577.358	23592.453	14437.5	2023-10-12 02:52:48.551	2023-10-12 02:52:49.9374	1.3864	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_216_delphinidae_whistles
217	Spectrogram 1	1	F_D07_20231012_025200.WAV	F_D07_20231012_025200.WAV	3346.909387547	3348.295756409	3441.509	23456.604	20062.5	2023-10-12 02:52:52.9094	2023-10-12 02:52:54.2958	1.3864	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_217_delphinidae_whistles
218	Spectrogram 1	1	F_D07_20231012_043200.WAV	F_D07_20231012_043200.WAV	3501.238521462	3506.192835251	3939.623	23547.17	12750	2023-10-12 04:32:27.2385	2023-10-12 04:32:32.1928	4.9543	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_218_delphinidae_whistles
219	Spectrogram 1	1	F_D07_20231012_043200.WAV	F_D07_20231012_043200.WAV	3508.544607734	3509.930976597	3441.509	23456.604	12750	2023-10-12 04:32:34.5446	2023-10-12 04:32:35.931	1.3864	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_219_delphinidae_whistles
220	Spectrogram 1	1	F_D07_20231012_043200.WAV	F_D07_20231012_043200.WAV	3514.793476567	3515.537215221	4166.038	24679.245	12562.5	2023-10-12 04:32:40.7935	2023-10-12 04:32:41.5372	0.7437	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_220_delphinidae_whistles
221	Spectrogram 1	1	F_D07_20231012_043200.WAV	F_D07_20231012_043200.WAV	3515.816933649	3516.560672302	4166.038	24679.245	15750	2023-10-12 04:32:41.8169	2023-10-12 04:32:42.5607	0.7437	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_221_delphinidae_whistles
222	Spectrogram 1	1	F_D07_20231012_043200.WAV	F_D07_20231012_043200.WAV	3516.828018095	3517.571756749	4166.038	24679.245	4312.5	2023-10-12 04:32:42.828	2023-10-12 04:32:43.5718	0.7437	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_222_delphinidae_whistles
223	Spectrogram 1	1	F_D07_20231012_043200.WAV	F_D07_20231012_043200.WAV	3522.840749231	3523.584487884	4166.038	24679.245	12750	2023-10-12 04:32:48.8407	2023-10-12 04:32:49.5845	0.7437	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_223_delphinidae_whistles
224	Spectrogram 1	1	F_D07_20231012_043200.WAV	F_D07_20231012_043200.WAV	3523.829365134	3524.573103788	4166.038	24679.245	12750	2023-10-12 04:32:49.8294	2023-10-12 04:32:50.5731	0.7437	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_224_delphinidae_whistles
225	Spectrogram 1	1	F_D07_20231012_043200.WAV	F_D07_20231012_043200.WAV	3524.902238075	3525.645976728	4166.038	24679.245	12750	2023-10-12 04:32:50.9022	2023-10-12 04:32:51.646	0.7437	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_225_delphinidae_whistles
226	Spectrogram 1	1	F_D07_20231012_043200.WAV	F_D07_20231012_043200.WAV	3525.587528644	3526.331267298	4166.038	24679.245	6000	2023-10-12 04:32:51.5875	2023-10-12 04:32:52.3313	0.7437	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_226_delphinidae_whistles
227	Spectrogram 1	1	F_D07_20231012_043200.WAV	F_D07_20231012_043200.WAV	3531.632775646	3533.733584441	4233.962	24747.17	12750	2023-10-12 04:32:57.6328	2023-10-12 04:32:59.7336	2.1008	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_227_delphinidae_whistles
228	Spectrogram 1	1	F_D07_20231012_044400.WAV	F_D07_20231012_044400.WAV	3562.198684994	3562.942423647	4166.038	24679.245	7875	2023-10-12 04:44:28.1987	2023-10-12 04:44:28.9424	0.7437	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_228_delphinidae_whistles
229	Spectrogram 1	1	F_D07_20231012_044400.WAV	F_D07_20231012_044400.WAV	3563.754631614	3564.498370268	4166.038	24679.245	12750	2023-10-12 04:44:29.7546	2023-10-12 04:44:30.4984	0.7437	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_229_delphinidae_whistles
230	Spectrogram 1	1	F_D07_20231012_045200.WAV	F_D07_20231012_045200.WAV	3595.179877043	3595.923615696	4166.038	24679.245	12937.5	2023-10-12 04:52:01.1799	2023-10-12 04:52:01.9236	0.7437	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_230_delphinidae_whistles
231	Spectrogram 1	1	F_D07_20231012_045200.WAV	F_D07_20231012_045200.WAV	3597.522222677	3598.265961331	4166.038	24679.245	10125	2023-10-12 04:52:03.5222	2023-10-12 04:52:04.266	0.7437	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_231_delphinidae_whistles
232	Spectrogram 1	1	F_D07_20231012_045200.WAV	F_D07_20231012_045200.WAV	3599.971293893	3600.715032546	4166.038	24679.245	5437.5	2023-10-12 04:52:05.9713	2023-10-12 04:52:06.715	0.7437	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_232_delphinidae_whistles
233	Spectrogram 1	1	F_D07_20231012_045200.WAV	F_D07_20231012_045200.WAV	3602.2794151	3603.538791885	2966.038	22460.377	3562.5	2023-10-12 04:52:08.2794	2023-10-12 04:52:09.5388	1.2594	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_233_delphinidae_whistles
234	Spectrogram 1	1	F_D07_20231012_050000.WAV	F_D07_20231012_050000.WAV	3673.112551365	3675.186412843	5139.623	23003.774	12187.5	2023-10-12 05:00:19.1126	2023-10-12 05:00:21.1864	2.0739	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_234_delphinidae_whistles
235	Spectrogram 1	1	F_D07_20231012_050000.WAV	F_D07_20231012_050000.WAV	3683.244763111	3684.884966768	4166.038	24679.245	12750	2023-10-12 05:00:29.2448	2023-10-12 05:00:30.885	1.6402	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_235_delphinidae_whistles
236	Spectrogram 1	1	F_D07_20231012_050000.WAV	F_D07_20231012_050000.WAV	3699.163773228	3701.136526262	4777.358	22641.509	12750	2023-10-12 05:00:45.1638	2023-10-12 05:00:47.1365	1.9728	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_236_delphinidae_whistles
237	Spectrogram 1	1	F_D07_20231012_050000.WAV	F_D07_20231012_050000.WAV	3701.363451081	3703.336204115	4777.358	22641.509	12750	2023-10-12 05:00:47.3635	2023-10-12 05:00:49.3362	1.9728	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_237_delphinidae_whistles
238	Spectrogram 1	1	F_D07_20231012_050000.WAV	F_D07_20231012_050000.WAV	3703.784085269	3705.756838303	4652.83	22516.981	12937.5	2023-10-12 05:00:49.7841	2023-10-12 05:00:51.7568	1.9728	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_238_delphinidae_whistles
239	Spectrogram 1	1	F_D07_20231012_050000.WAV	F_D07_20231012_050000.WAV	3706.002853916	3707.97560695	4652.83	22516.981	12562.5	2023-10-12 05:00:52.0029	2023-10-12 05:00:53.9756	1.9728	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_239_delphinidae_whistles
240	Spectrogram 1	1	F_D07_20231012_050000.WAV	F_D07_20231012_050000.WAV	3708.081194167	3710.053947201	4833.962	22698.113	12937.5	2023-10-12 05:00:54.0812	2023-10-12 05:00:56.0539	1.9728	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_240_delphinidae_whistles
241	Spectrogram 1	1	F_D07_20231012_050800.WAV	F_D07_20231012_050800.WAV	3760.512944501	3763.962755702	5268.293	14634.146	10312.5	2023-10-12 05:08:46.5129	2023-10-12 05:08:49.9628	3.4498	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_241_delphinidae_whistles
242	Spectrogram 1	1	F_D07_20231012_051200.WAV	F_D07_20231012_051200.WAV	3810.227154367	3811.466301995	4681.132	23213.208	16125	2023-10-12 05:12:36.2272	2023-10-12 05:12:37.4663	1.2391	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_242_delphinidae_whistles
243	Spectrogram 1	1	F_D07_20231012_051200.WAV	F_D07_20231012_051200.WAV	3813.681692893	3814.977011879	5343.396	23275.472	12562.5	2023-10-12 05:12:39.6817	2023-10-12 05:12:40.977	1.2953	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_243_delphinidae_whistles
244	Spectrogram 1	1	F_D07_20231012_051200.WAV	F_D07_20231012_051200.WAV	3816.053565985	3817.348884972	5343.396	23275.472	13875	2023-10-12 05:12:42.0536	2023-10-12 05:12:43.3489	1.2953	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_244_delphinidae_whistles
245	Spectrogram 1	1	F_D07_20231012_051600.WAV	F_D07_20231012_051600.WAV	3892.63181516	3893.927134147	6067.925	24000	12750	2023-10-12 05:16:58.6318	2023-10-12 05:16:59.9271	1.2953	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_245_delphinidae_whistles
246	Spectrogram 1	1	F_D07_20231012_072000.WAV	F_D07_20231012_084000.WAV	3894.478523082	5153.651648083	12000	48000	25125	2023-10-12 07:20:00.4785	2023-10-12 08:40:59.6516	1259.1731	clicks	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_246_delphinidae_clicks
247	Spectrogram 1	1	F_D07_20231012_072000.WAV	F_D07_20231012_072000.WAV	3933.806544368	3935.101863355	6611.321	24543.396	20625	2023-10-12 07:20:39.8065	2023-10-12 07:20:41.1019	1.2953	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_247_delphinidae_whistles
248	Spectrogram 1	1	F_D07_20231012_072000.WAV	F_D07_20231012_072000.WAV	3939.159674799	3940.454993786	5705.66	23637.736	21750	2023-10-12 07:20:45.1597	2023-10-12 07:20:46.455	1.2953	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_248_delphinidae_whistles
249	Spectrogram 1	1	F_D07_20231012_072000.WAV	F_D07_20231012_072000.WAV	3943.197889972	3944.493208959	5343.396	23275.472	21187.5	2023-10-12 07:20:49.1979	2023-10-12 07:20:50.4932	1.2953	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_249_delphinidae_whistles
250	Spectrogram 1	1	F_D07_20231012_072000.WAV	F_D07_20231012_072000.WAV	3949.385577579	3950.680896566	6067.925	24000	15750	2023-10-12 07:20:55.3856	2023-10-12 07:20:56.6809	1.2953	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_250_delphinidae_whistles
251	Spectrogram 1	1	F_D07_20231012_142800.WAV	F_D07_20231012_150000.WAV	5194.514301031	5632.686837015	8903.226	48000	21937.5	2023-10-12 14:28:40.5143	2023-10-12 15:00:58.6868	438.1725	clicks	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_251_delphinidae_clicks
252	Spectrogram 1	1	F_D07_20231012_152800.WAV	F_D07_20231012_152800.WAV	5687.850199133	5689.14551812	5343.396	23275.472	10312.5	2023-10-12 15:28:53.8502	2023-10-12 15:28:55.1455	1.2953	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_252_delphinidae_whistles
253	Spectrogram 1	1	F_D07_20231012_152800.WAV	F_D07_20231012_152800.WAV	5691.82713129	5693.122450277	5343.396	23275.472	6187.5	2023-10-12 15:28:57.8271	2023-10-12 15:28:59.1225	1.2953	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_253_delphinidae_whistles
254	Spectrogram 1	1	F_D07_20231012_154000.WAV	F_D07_20231012_154000.WAV	5698.550439973	5699.84575896	8603.774	26535.849	13312.5	2023-10-12 15:40:04.5504	2023-10-12 15:40:05.8458	1.2953	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_254_delphinidae_whistles
255	Spectrogram 1	1	F_D07_20231012_154000.WAV	F_D07_20231012_154000.WAV	5708.189392626	5709.484711613	5343.396	23275.472	13312.5	2023-10-12 15:40:14.1894	2023-10-12 15:40:15.4847	1.2953	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_255_delphinidae_whistles
256	Spectrogram 1	1	F_D07_20231012_154400.WAV	F_D07_20231012_154400.WAV	5772.374760248	5773.670079235	7154.717	25086.792	13125	2023-10-12 15:44:18.3748	2023-10-12 15:44:19.6701	1.2953	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_256_delphinidae_whistles
257	Spectrogram 1	1	F_D07_20231012_154400.WAV	F_D07_20231012_154400.WAV	5788.961813088	5790.257132075	5343.396	23275.472	14062.5	2023-10-12 15:44:34.9618	2023-10-12 15:44:36.2571	1.2953	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_257_delphinidae_whistles
258	Spectrogram 1	1	F_D07_20231012_154400.WAV	F_D07_20231012_154400.WAV	5806.634038868	5807.929357855	5343.396	23275.472	6375	2023-10-12 15:44:52.634	2023-10-12 15:44:53.9294	1.2953	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_258_delphinidae_whistles
259	Spectrogram 1	1	F_D07_20231012_154800.WAV	F_D07_20231012_154800.WAV	5866.080709706	5867.376028693	8422.642	26354.717	14062.5	2023-10-12 15:48:52.0807	2023-10-12 15:48:53.376	1.2953	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_259_delphinidae_whistles
260	Spectrogram 1	1	F_D07_20231012_160000.WAV	F_D07_20231012_161600.WAV	5876.303517692	6109.875388356	7548.387	48000	22500	2023-10-12 16:00:02.3035	2023-10-12 16:16:55.8754	233.5719	clicks	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_260_delphinidae_clicks
261	Spectrogram 1	1	F_D07_20231012_164800.WAV	F_D07_20231012_164800.WAV	6150.673629932	6151.968948919	4618.868	22550.943	13312.5	2023-10-12 16:48:36.6736	2023-10-12 16:48:37.9689	1.2953	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_261_delphinidae_whistles
262	Spectrogram 1	1	F_D07_20231012_164800.WAV	F_D07_20231012_164800.WAV	6165.566335663	6166.861654649	3894.34	21826.415	13312.5	2023-10-12 16:48:51.5663	2023-10-12 16:48:52.8617	1.2953	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_262_delphinidae_whistles
263	Spectrogram 1	1	F_D07_20231012_172800.WAV	F_D07_20231012_172800.WAV	6228.391247064	6229.686566051	5343.396	23275.472	12937.5	2023-10-12 17:28:54.3912	2023-10-12 17:28:55.6866	1.2953	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_263_delphinidae_whistles
264	Spectrogram 1	1	F_D07_20231012_202800.WAV	F_D07_20231012_202800.WAV	6272.034123638	6273.329442625	2988.679	20920.755	6000	2023-10-12 20:28:38.0341	2023-10-12 20:28:39.3294	1.2953	whistles	Delphinidae	fishing_operations_aFAD	F_D07	F_D07_sel_264_delphinidae_whistles
