Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Begin File	Begin Date Time	File Offset (s)	Annotation
910	Spectrogram 1	1	3129.808328476	3130.403579200	2960.152	23726.755	0.5953	20766.603	-47.85	palmyra092007FS192-070928-001000.wav	3129.8083	142.6573	Whistle
911	Spectrogram 1	1	3130.990785996	3132.865021385	6102.467	18762.808	1.8742	12660.342	-48.69	palmyra092007FS192-070928-001000.wav	3130.9908	143.8398	Whistle
912	Spectrogram 1	1	3136.569253292	3137.172547945	3187.856	16986.717	0.6033	13798.861	-51.18	palmyra092007FS192-070928-001000.wav	3136.5693	149.4183	Whistle
913	Spectrogram 1	1	3139.259950182	3139.573663401	6512.334	8106.262	0.3137	1593.928	-53.83	palmyra092007FS192-070928-001000.wav	3139.2600	152.1090	Whistle
914	Spectrogram 1	1	3140.229243591	3140.474583417	2686.907	14573.055	0.2453	11886.148	-50.16	palmyra092007FS192-070928-001000.wav	3140.2292	153.0782	Whistle
915	Spectrogram 1	1	3141.463986648	3141.653018973	3278.937	12979.127	0.1890	9700.190	-52.03	palmyra092007FS192-070928-001000.wav	3141.4640	154.3130	Whistle
916	Spectrogram 1	1	3142.574048810	3142.859608279	2686.907	16258.065	0.2856	13571.157	-50.43	palmyra092007FS192-070928-001000.wav	3142.5740	155.4230	Whistle
917	Spectrogram 1	1	3143.515191205	3143.768574960	7013.283	8425.047	0.2534	1411.765	-56.40	palmyra092007FS192-070928-001000.wav	3143.5152	156.3642	Whistle
918	Spectrogram 1	1	3144.709714618	3144.826351585	3324.478	5419.355	0.1166	2094.877	-59.94	palmyra092007FS192-070928-001000.wav	3144.7097	157.5587	Whistle
919	Spectrogram 1	1	3145.240613913	3145.477909810	5464.896	14573.055	0.2373	9108.159	-58.68	palmyra092007FS192-070928-001000.wav	3145.2406	158.0896	Whistle
920	Spectrogram 1	1	3149.093658501	3149.511942794	3461.101	21631.879	0.4183	18170.778	-52.46	palmyra092007FS192-070928-001000.wav	3149.0937	161.9427	Whistle
921	Spectrogram 1	1	3149.588360117	3150.147413162	13753.321	17624.288	0.5591	3870.968	-58.22	palmyra092007FS192-070928-001000.wav	3149.5884	162.4374	Whistle
922	Spectrogram 1	1	3150.485258168	3150.923652283	2049.336	10292.220	0.4384	8242.884	-59.21	palmyra092007FS192-070928-001000.wav	3150.4853	163.3342	Whistle
923	Spectrogram 1	1	3152.464067367	3152.834088087	2641.366	7423.150	0.3700	4781.784	-57.25	palmyra092007FS192-070928-001000.wav	3152.4641	165.3131	Whistle
924	Spectrogram 1	1	3153.618371137	3154.495159366	13889.943	18444.023	0.8768	4554.080	-60.88	palmyra092007FS192-070928-001000.wav	3153.6184	166.4674	Whistle
925	Spectrogram 1	1	3154.253841505	3154.539400974	2049.336	10838.710	0.2856	8789.374	-54.22	palmyra092007FS192-070928-001000.wav	3154.2538	167.1028	Whistle
926	Spectrogram 1	1	3155.371947595	3156.345262969	12933.586	18125.237	0.9733	5191.651	-59.34	palmyra092007FS192-070928-001000.wav	3155.3719	168.2209	Whistle
927	Spectrogram 1	1	3157.157702505	3157.390976438	12113.852	16804.554	0.2333	4690.702	-62.43	palmyra092007FS192-070928-001000.wav	3157.1577	170.0067	Whistle
928	Spectrogram 1	1	3161.992106395	3162.703994086	13252.372	18444.023	0.7119	5191.651	-59.81	palmyra092007FS192-070928-001000.wav	3161.9921	174.8411	Whistle
929	Spectrogram 1	1	3165.028689483	3165.981895035	13070.209	17943.074	0.9532	4872.865	-60.50	palmyra092007FS192-070928-001000.wav	3165.0287	177.8777	Whistle
930	Spectrogram 1	1	3168.266371254	3168.917929479	12614.801	18034.156	0.6516	5419.355	-61.77	palmyra092007FS192-070928-001000.wav	3168.2664	181.1154	Whistle
931	Spectrogram 1	1	3170.474432421	3171.073705110	14254.269	17533.207	0.5993	3278.937	-57.31	palmyra092007FS192-070928-001000.wav	3170.4744	183.3234	Whistle
932	Spectrogram 1	1	3173.555257116	3174.106266233	11931.689	17578.748	0.5510	5647.059	-56.97	palmyra092007FS192-070928-001000.wav	3173.5553	186.4042	Whistle
933	Spectrogram 1	1	3174.942837555	3175.602439709	11430.740	17214.421	0.6596	5783.681	-57.25	palmyra092007FS192-070928-001000.wav	3174.9428	187.7918	Whistle
934	Spectrogram 1	1	3185.005797843	3185.665399997	9381.404	13889.943	0.6596	4508.539	-56.95	palmyra092007FS192-070928-001000.wav	3185.0058	197.8548	Whistle
935	Spectrogram 1	1	3192.904941308	3193.644982749	6375.712	14982.922	0.7400	8607.211	-54.32	palmyra092007FS192-070928-001000.wav	3192.9049	205.7539	Whistle
936	Spectrogram 1	1	3193.721400072	3194.694715446	10064.516	17806.452	0.9733	7741.935	-59.30	palmyra092007FS192-070928-001000.wav	3193.7214	206.5704	Whistle
937	Spectrogram 1	1	3194.497639192	3197.610639603	6694.497	22861.480	3.1130	16166.983	-56.08	palmyra092007FS192-070928-001000.wav	3194.4976	207.3466	Whistle
938	Spectrogram 1	1	3198.024903643	3199.766414208	6512.334	19719.165	1.7415	13206.831	-56.38	palmyra092007FS192-070928-001000.wav	3198.0249	210.8739	Whistle
939	Spectrogram 1	1	3200.136434929	3201.994582460	6648.956	19901.328	1.8581	13252.372	-55.28	palmyra092007FS192-070928-001000.wav	3200.1364	212.9854	Whistle
940	Spectrogram 1	1	3202.477220920	3202.766802353	6967.742	8242.884	0.2896	1275.142	-53.26	palmyra092007FS192-070928-001000.wav	3202.4772	215.3262	Whistle
941	Spectrogram 1	1	3203.136823074	3203.486733973	6648.956	8971.537	0.3499	2322.581	-53.10	palmyra092007FS192-070928-001000.wav	3203.1368	215.9858	Whistle
942	Spectrogram 1	1	3203.434448436	3204.572664348	7833.017	18808.349	1.1382	10975.332	-53.11	palmyra092007FS192-070928-001000.wav	3203.4344	216.2835	Whistle
943	Spectrogram 1	1	3205.312705789	3206.503207238	2823.529	9199.241	1.1905	6375.712	-58.17	palmyra092007FS192-070928-001000.wav	3205.3127	218.1617	Whistle
944	Spectrogram 1	1	3206.853120874	3208.124061610	3825.427	19946.869	1.2709	16121.442	-56.98	palmyra092007FS192-070928-001000.wav	3206.8531	219.7021	Bout
945	Spectrogram 1	1	3208.984761981	3209.873616104	6421.252	10838.710	0.8889	4417.457	-55.41	palmyra092007FS192-070928-001000.wav	3208.9848	221.8338	Whistle
946	Spectrogram 1	1	3209.374892524	3211.599038812	13070.209	23453.510	2.2241	10383.302	-60.13	palmyra092007FS192-070928-001000.wav	3209.3749	222.2239	Whistle
947	Spectrogram 1	1	3210.589525759	3211.478379881	6694.497	9062.619	0.8889	2368.121	-51.80	palmyra092007FS192-070928-001000.wav	3210.5895	223.4385	Whistle
948	Spectrogram 1	1	3213.513496054	3213.706550343	11476.281	12933.586	0.1931	1457.306	-56.55	palmyra092007FS192-070928-001000.wav	3213.5135	226.3625	Whistle
949	Spectrogram 1	1	3215.629049305	3217.249900940	9108.159	15438.330	1.6209	6330.171	-58.23	palmyra092007FS192-070928-001000.wav	3215.6290	228.4780	Whistle
950	Spectrogram 1	1	3218.657585772	3219.055760243	6239.089	9700.190	0.3982	3461.101	-56.76	palmyra092007FS192-070928-001000.wav	3218.6576	231.5066	Whistle
951	Spectrogram 1	1	3219.196528995	3219.831999363	8789.374	17760.911	0.6355	8971.537	-59.56	palmyra092007FS192-070928-001000.wav	3219.1965	232.0455	Whistle
952	Spectrogram 1	1	3220.769117058	3221.577531893	10975.332	14937.381	0.8084	3962.049	-58.31	palmyra092007FS192-070928-001000.wav	3220.7691	233.6181	Whistle
953	Spectrogram 1	1	3224.091262351	3224.481392893	11430.740	14117.647	0.3901	2686.907	-60.91	palmyra092007FS192-070928-001000.wav	3224.0913	236.9403	Whistle
954	Spectrogram 1	1	3226.665322274	3229.219269639	7058.824	20356.736	2.5539	13297.913	-61.88	palmyra092007FS192-070928-001000.wav	3226.6653	239.5143	Whistle
955	Spectrogram 1	1	3237.605070791	3238.232497231	5464.896	14254.269	0.6274	8789.374	-62.12	palmyra092007FS192-070928-001000.wav	3237.6051	250.4541	Whistle
956	Spectrogram 1	1	3241.184621803	3242.294683965	8379.507	18307.400	1.1101	9927.894	-64.79	palmyra092007FS192-070928-001000.wav	3241.1846	254.0336	Whistle
957	Spectrogram 1	1	3250.302420468	3251.553251382	5783.681	23863.378	1.2508	18079.696	-62.82	palmyra092007FS192-070928-001000.wav	3250.3024	263.1514	Whistle
958	Spectrogram 1	1	3251.549229418	3253.226391290	3051.233	20994.307	1.6772	17943.074	-61.18	palmyra092007FS192-070928-001000.wav	3251.5492	264.3982	Whistle
959	Spectrogram 1	1	3253.238457183	3253.717070941	7104.364	16485.769	0.4786	9381.404	-61.51	palmyra092007FS192-070928-001000.wav	3253.2385	266.0875	Whistle
960	Spectrogram 1	1	3254.420914703	3256.005568659	5829.222	21768.501	1.5847	15939.279	-62.24	palmyra092007FS192-070928-001000.wav	3254.4209	267.2699	Whistle
961	Spectrogram 1	1	3256.355479558	3258.366461735	2777.989	23954.459	2.0110	21176.471	-59.14	palmyra092007FS192-070928-001000.wav	3256.3555	269.2045	Bout
962	Spectrogram 1	1	3258.772680135	3259.842522653	5965.844	14891.841	1.0698	8925.996	-57.96	palmyra092007FS192-070928-001000.wav	3258.7727	271.6217	Whistle
963	Spectrogram 1	1	3259.782193188	3260.642892915	8516.129	20265.655	0.8607	11749.526	-58.22	palmyra092007FS192-070928-001000.wav	3259.7822	272.6312	Bout
964	Spectrogram 1	1	3260.908342563	3261.563922753	7332.068	16440.228	0.6556	9108.159	-61.95	palmyra092007FS192-070928-001000.wav	3260.9083	273.7573	Whistle
965	Spectrogram 1	1	3262.291898301	3263.486421714	7013.283	23863.378	1.1945	16850.095	-61.99	palmyra092007FS192-070928-001000.wav	3262.2919	275.1409	Whistle
966	Spectrogram 1	1	3263.804156898	3264.833779773	6284.630	23908.918	1.0296	17624.288	-63.36	palmyra092007FS192-070928-001000.wav	3263.8042	276.6532	Bout
967	Spectrogram 1	1	3267.186626394	3267.709481760	9745.731	23772.296	0.5229	14026.565	-60.59	palmyra092007FS192-070928-001000.wav	3267.1866	280.0356	Whistle
968	Spectrogram 1	1	3269.000532318	3270.319736626	8789.374	18671.727	1.3192	9882.353	-59.35	palmyra092007FS192-070928-001000.wav	3269.0005	281.8495	Whistle
969	Spectrogram 1	1	3270.460505378	3270.705845204	9609.108	21222.011	0.2453	11612.903	-62.33	palmyra092007FS192-070928-001000.wav	3270.4605	283.3095	Whistle
970	Spectrogram 1	1	3272.511709935	3273.086850838	6694.497	19719.165	0.5751	13024.668	-61.31	palmyra092007FS192-070928-001000.wav	3272.5117	285.3607	Whistle
971	Spectrogram 1	1	3273.223597626	3274.844449261	7332.068	19309.298	1.6209	11977.230	-57.36	palmyra092007FS192-070928-001000.wav	3273.2236	286.0726	Whistle
972	Spectrogram 1	1	3274.840427297	3275.805698742	7104.364	15711.575	0.9653	8607.211	-57.19	palmyra092007FS192-070928-001000.wav	3274.8404	287.6894	Whistle
973	Spectrogram 1	1	3279.425466661	3279.807549001	10838.710	14527.514	0.3821	3688.805	-60.73	palmyra092007FS192-070928-001000.wav	3279.4255	292.2745	Whistle
974	Spectrogram 1	1	3280.072998649	3281.006094379	4053.131	23681.214	0.9331	19628.083	-61.48	palmyra092007FS192-070928-001000.wav	3280.0730	292.9220	Whistle
975	Spectrogram 1	1	3281.138819203	3282.743582980	6421.252	23954.459	1.6048	17533.207	-56.32	palmyra092007FS192-070928-001000.wav	3281.1388	293.9878	Whistle
976	Spectrogram 1	1	3283.612327281	3284.911421767	3187.856	17077.799	1.2991	13889.943	-61.24	palmyra092007FS192-070928-001000.wav	3283.6123	296.4613	Whistle
977	Spectrogram 1	1	3286.512161194	3287.280356385	4189.753	23954.459	0.7682	19764.706	-53.09	palmyra092007FS192-070928-001000.wav	3286.5122	299.3612	Whistle
978	Spectrogram 1	1	3287.405037280	3287.762992108	10929.791	15893.738	0.3580	4963.947	-63.26	palmyra092007FS192-070928-001000.wav	3287.4050	300.2540	Whistle
979	Spectrogram 1	1	3288.197364258	3288.402484440	10656.546	13161.290	0.2051	2504.744	-63.05	palmyra092007FS192-070928-001000.wav	3288.1974	301.0464	Whistle
980	Spectrogram 1	1	3289.025891652	3290.715116681	3688.805	24000.000	1.6892	20311.195	-59.72	palmyra092007FS192-070928-001000.wav	3289.0259	301.8749	Bout
981	Spectrogram 1	1	3291.141444902	3292.935241004	5738.140	16303.605	1.7938	10565.465	-58.18	palmyra092007FS192-070928-001000.wav	3291.1414	303.9904	Bout
982	Spectrogram 1	1	3292.923177848	3295.497235035	7969.639	18808.349	2.5741	10838.710	-60.53	palmyra092007FS192-070928-001000.wav	3292.9232	305.7722	Bout
983	Spectrogram 1	1	3296.112595581	3297.234723636	9973.435	15347.249	1.1221	5373.814	-60.68	palmyra092007FS192-070928-001000.wav	3296.1126	308.9616	Whistle
984	Spectrogram 1	1	3297.954657992	3298.726875148	4508.539	23908.918	0.7722	19400.380	-57.41	palmyra092007FS192-070928-001000.wav	3297.9547	310.8037	Whistle
985	Spectrogram 1	1	3299.591597484	3300.512627321	7104.364	19855.787	0.9210	12751.423	-63.18	palmyra092007FS192-070928-001000.wav	3299.5916	312.4406	Whistle
986	Spectrogram 1	1	3301.083746259	3302.346643067	12933.586	20402.277	1.2629	7468.691	-62.43	palmyra092007FS192-070928-001000.wav	3301.0837	313.9327	Whistle
987	Spectrogram 1	1	3301.276800548	3301.763458235	7013.283	12842.505	0.4867	5829.222	-63.58	palmyra092007FS192-070928-001000.wav	3301.2768	314.1258	Whistle
988	Spectrogram 1	1	3302.342623839	3303.175170460	5555.977	17533.207	0.8325	11977.230	-62.01	palmyra092007FS192-070928-001000.wav	3302.3426	315.1916	Whistle
989	Spectrogram 1	1	3304.430023339	3305.049405849	8151.803	16986.717	0.6194	8834.915	-62.96	palmyra092007FS192-070928-001000.wav	3304.4300	317.2790	Whistle
990	Spectrogram 1	1	3304.997120313	3305.113757279	2960.152	4645.161	0.1166	1685.009	-61.40	palmyra092007FS192-070928-001000.wav	3304.9971	317.8461	Whistle
991	Spectrogram 1	1	3305.479756035	3308.399702156	5055.028	24000.000	2.9199	18944.972	-58.46	palmyra092007FS192-070928-001000.wav	3305.4798	318.3288	Bout
992	Spectrogram 1	1	3309.216163240	3309.622381639	13297.913	14299.810	0.4062	1001.898	-59.09	palmyra092007FS192-070928-001000.wav	3309.2162	322.0652	Whistle
993	Spectrogram 1	1	3310.933542019	3311.162793987	11703.985	18762.808	0.2293	7058.824	-61.79	palmyra092007FS192-070928-001000.wav	3310.9335	323.7825	Whistle
994	Spectrogram 1	1	3315.277266258	3316.029373593	4053.131	22861.480	0.7521	18808.349	-54.12	palmyra092007FS192-070928-001000.wav	3315.2773	328.1263	Whistle
995	Spectrogram 1	1	3316.025351628	3316.974535216	6557.875	23362.429	0.9492	16804.554	-61.09	palmyra092007FS192-070928-001000.wav	3316.0254	328.8744	Whistle
996	Spectrogram 1	1	3320.083516398	3321.201622489	6603.416	19673.624	1.1181	13070.209	-56.86	palmyra092007FS192-070928-001000.wav	3320.0835	332.9325	Whistle
997	Spectrogram 1	1	3323.787748305	3325.501105120	4326.376	16394.687	1.7134	12068.311	-56.17	palmyra092007FS192-070928-001000.wav	3323.7877	336.6368	Whistle
998	Spectrogram 1	1	3327.592529321	3328.276263261	17123.340	20812.144	0.6837	3688.805	-54.83	palmyra092007FS192-070928-001000.wav	3327.5925	340.4415	Whistle
999	Spectrogram 1	1	3329.474808639	3331.634664687	5328.273	19582.543	2.1599	14254.269	-57.09	palmyra092007FS192-070928-001000.wav	3329.4748	342.3238	Bout
1000	Spectrogram 1	1	3340.197432271	3341.118462108	8151.803	23726.755	0.9210	15574.953	-58.84	palmyra092007FS192-070928-001000.wav	3340.1974	353.0464	Whistle
1001	Spectrogram 1	1	3341.279343419	3342.228527006	16349.146	23772.296	0.9492	7423.150	-58.89	palmyra092007FS192-070928-001000.wav	3341.2793	354.1283	Whistle
1002	Spectrogram 1	1	3341.315541098	3342.626701477	10018.975	14846.300	1.3112	4827.324	-57.87	palmyra092007FS192-070928-001000.wav	3341.3155	354.1645	Whistle
1003	Spectrogram 1	1	3342.658877192	3344.050476859	8971.537	22314.991	1.3916	13343.454	-57.84	palmyra092007FS192-070928-001000.wav	3342.6589	355.5079	Whistle
1004	Spectrogram 1	1	3344.118850253	3345.357615274	9426.945	14755.218	1.2388	5328.273	-57.23	palmyra092007FS192-070928-001000.wav	3344.1189	356.9679	Whistle
1005	Spectrogram 1	1	3346.174076775	3347.823082160	5874.763	14436.433	1.6490	8561.670	-56.85	palmyra092007FS192-070928-001000.wav	3346.1741	359.0231	Whistle
1006	Spectrogram 1	1	3348.092553772	3349.065869145	12888.046	16576.850	0.9733	3688.805	-51.89	palmyra092007FS192-070928-001000.wav	3348.0926	360.9416	Whistle
1007	Spectrogram 1	1	3349.765690943	3351.764607227	6785.579	22314.991	1.9989	15529.412	-57.65	palmyra092007FS192-070928-001000.wav	3349.7657	362.6147	Whistle
1008	Spectrogram 1	1	3351.487091687	3353.884182442	11476.281	21449.715	2.3971	9973.435	-57.16	palmyra092007FS192-070928-001000.wav	3351.4871	364.3361	Whistle
1009	Spectrogram 1	1	3352.299528486	3352.408121524	2595.825	4007.590	0.1086	1411.765	-61.95	palmyra092007FS192-070928-001000.wav	3352.2995	365.1485	Whistle
1010	Spectrogram 1	1	3353.630798688	3353.791677262	2322.581	4963.947	0.1609	2641.366	-66.11	palmyra092007FS192-070928-001000.wav	3353.6308	366.4798	Whistle
1011	Spectrogram 1	1	3354.523671720	3356.068106032	15483.871	20948.767	1.5444	5464.896	-59.10	palmyra092007FS192-070928-001000.wav	3354.5237	367.3727	Whistle
1012	Spectrogram 1	1	3355.991688710	3357.206321945	9518.027	13981.025	1.2146	4462.998	-58.12	palmyra092007FS192-070928-001000.wav	3355.9917	368.8407	Whistle
1013	Spectrogram 1	1	3357.202299980	3357.813638562	7650.854	17806.452	0.6113	10155.598	-60.35	palmyra092007FS192-070928-001000.wav	3357.2023	370.0513	Whistle
1014	Spectrogram 1	1	3362.989912159	3364.083886464	5920.304	16941.176	1.0940	11020.873	-60.44	palmyra092007FS192-070928-001000.wav	3362.9899	375.8389	Whistle
1015	Spectrogram 1	1	3366.171285964	3366.605658114	13434.535	16941.176	0.4344	3506.641	-59.36	palmyra092007FS192-070928-001000.wav	3366.1713	379.0203	Whistle
1016	Spectrogram 1	1	3366.895239547	3367.426138842	5237.192	23225.806	0.5309	17988.615	-58.00	palmyra092007FS192-070928-001000.wav	3366.8952	379.7442	Whistle
1017	Spectrogram 1	1	3367.603108010	3368.942422140	9609.108	17214.421	1.3393	7605.313	-56.04	palmyra092007FS192-070928-001000.wav	3367.6031	380.4521	Whistle
1018	Spectrogram 1	1	3369.288311075	3371.826170582	1047.438	23772.296	2.5379	22724.858	-58.03	palmyra092007FS192-070928-001000.wav	3369.2883	382.1373	Bout
1019	Spectrogram 1	1	3371.842258440	3373.233858106	9381.404	23817.837	1.3916	14436.433	-57.83	palmyra092007FS192-070928-001000.wav	3371.8423	384.6913	Whistle
1020	Spectrogram 1	1	3373.443000662	3374.601326396	6648.956	21313.093	1.1583	14664.137	-55.66	palmyra092007FS192-070928-001000.wav	3373.4430	386.2920	Whistle
1021	Spectrogram 1	1	3376.925995042	3378.462385425	9791.271	23954.459	1.5364	14163.188	-58.18	palmyra092007FS192-070928-001000.wav	3376.9260	389.7750	Whistle
1022	Spectrogram 1	1	3381.502993214	3382.641209126	9700.190	23863.378	1.1382	14163.188	-58.67	palmyra092007FS192-070928-001000.wav	3381.5030	394.3520	Whistle
1023	Spectrogram 1	1	3386.988955329	3388.497191962	9518.027	17760.911	1.5082	8242.884	-54.77	palmyra092007FS192-070928-001000.wav	3386.9890	399.8380	Whistle
1024	Spectrogram 1	1	3388.730465895	3389.739978948	11430.740	14618.596	1.0095	3187.856	-52.95	palmyra092007FS192-070928-001000.wav	3388.7305	401.5795	Whistle
1025	Spectrogram 1	1	3392.511115125	3393.029948526	11066.414	14208.729	0.5188	3142.315	-53.57	palmyra092007FS192-070928-001000.wav	3392.5111	405.3601	Whistle
1026	Spectrogram 1	1	3393.363771568	3394.027395686	8652.751	13343.454	0.6636	4690.702	-55.65	palmyra092007FS192-070928-001000.wav	3393.3638	406.2128	Whistle
1027	Spectrogram 1	1	3396.042402564	3396.227412925	2140.417	8379.507	0.1850	6239.089	-59.08	palmyra092007FS192-070928-001000.wav	3396.0424	408.8914	Whistle
1028	Spectrogram 1	1	3396.987564188	3398.387207783	10838.710	14254.269	1.3996	3415.560	-57.99	palmyra092007FS192-070928-001000.wav	3396.9876	409.8366	Whistle
1029	Spectrogram 1	1	3398.363075997	3399.328347442	9199.241	23362.429	0.9653	14163.188	-58.16	palmyra092007FS192-070928-001000.wav	3398.3631	411.2121	Whistle
1030	Spectrogram 1	1	3400.490697877	3401.484123072	9426.945	16258.065	0.9934	6831.120	-58.14	palmyra092007FS192-070928-001000.wav	3400.4907	413.3397	Whistle
1031	Spectrogram 1	1	3401.970780759	3402.131659333	6694.497	12660.342	0.1609	5965.844	-57.86	palmyra092007FS192-070928-001000.wav	3401.9708	414.8198	Whistle
1032	Spectrogram 1	1	3402.992359705	3403.088886850	3233.397	7787.476	0.0965	4554.080	-61.03	palmyra092007FS192-070928-001000.wav	3402.9924	415.8414	Whistle
1033	Spectrogram 1	1	3404.287434964	3406.370812499	12660.342	17487.666	2.0834	4827.324	-60.19	palmyra092007FS192-070928-001000.wav	3404.2874	417.1364	Whistle
1034	Spectrogram 1	1	3408.458214736	3410.678339060	10383.302	21540.797	2.2201	11157.495	-58.90	palmyra092007FS192-070928-001000.wav	3408.4582	421.3072	Bout
1035	Spectrogram 1	1	3411.623500683	3411.808511043	3233.397	8925.996	0.1850	5692.600	-60.02	palmyra092007FS192-070928-001000.wav	3411.6235	424.4725	Whistle
1036	Spectrogram 1	1	3412.275053865	3413.292610847	14800.759	20994.307	1.0176	6193.548	-59.23	palmyra092007FS192-070928-001000.wav	3412.2751	425.1241	Whistle
1037	Spectrogram 1	1	3412.737579766	3414.298101936	9108.159	14208.729	1.5605	5100.569	-59.70	palmyra092007FS192-070928-001000.wav	3412.7376	425.5866	Whistle
1038	Spectrogram 1	1	3415.548932850	3415.645459994	3005.693	6102.467	0.0965	3096.774	-59.21	palmyra092007FS192-070928-001000.wav	3415.5489	428.3979	Whistle
1039	Spectrogram 1	1	3419.056088503	3419.977118340	10201.139	14664.137	0.9210	4462.998	-59.29	palmyra092007FS192-070928-001000.wav	3419.0561	431.9051	Whistle
1040	Spectrogram 1	1	3426.605321070	3427.087956792	2094.877	7924.099	0.4826	5829.222	-64.03	palmyra092007FS192-070928-001000.wav	3426.6053	439.4543	Whistle
1041	Spectrogram 1	1	3429.653972787	3430.474453515	11339.658	15666.034	0.8205	4326.376	-62.08	palmyra092007FS192-070928-001000.wav	3429.6540	442.5030	Whistle
1042	Spectrogram 1	1	3432.067151399	3432.561853015	11203.036	14254.269	0.4947	3051.233	-59.86	palmyra092007FS192-070928-001000.wav	3432.0672	444.9161	Whistle
1043	Spectrogram 1	1	3432.787083019	3433.663871248	9062.619	15529.412	0.8768	6466.793	-60.48	palmyra092007FS192-070928-001000.wav	3432.7871	445.6361	Whistle
1044	Spectrogram 1	1	3434.198795244	3435.429516336	11294.118	15392.789	1.2307	4098.672	-59.73	palmyra092007FS192-070928-001000.wav	3434.1988	447.0478	Whistle
1045	Spectrogram 1	1	3436.302282601	3437.545069587	9335.863	14299.810	1.2428	4963.947	-60.48	palmyra092007FS192-070928-001000.wav	3436.3023	449.1513	Whistle
1046	Spectrogram 1	1	3448.919192990	3449.956859794	5009.488	15984.820	1.0377	10975.332	-58.62	palmyra092007FS192-070928-001000.wav	3448.9192	461.7682	Whistle
1047	Spectrogram 1	1	3452.820501151	3453.484125269	4690.702	13024.668	0.6636	8333.966	-61.28	palmyra092007FS192-070928-001000.wav	3452.8205	465.6695	Whistle
1048	Spectrogram 1	1	3454.710824397	3455.877194060	5965.844	23043.643	1.1664	17077.799	-57.63	palmyra092007FS192-070928-001000.wav	3454.7108	467.5598	Whistle
1049	Spectrogram 1	1	3460.739754438	3461.701003918	9609.108	13889.943	0.9612	4280.835	-58.01	palmyra092007FS192-070928-001000.wav	3460.7398	473.5888	Whistle
1050	Spectrogram 1	1	3462.075046603	3462.613989827	7377.609	21905.123	0.5389	14527.514	-56.32	palmyra092007FS192-070928-001000.wav	3462.0750	474.9240	Whistle
1051	Spectrogram 1	1	3462.803022151	3462.943790904	3324.478	8698.292	0.1408	5373.814	-57.13	palmyra092007FS192-070928-001000.wav	3462.8030	475.6520	Whistle
1052	Spectrogram 1	1	3464.375610214	3465.533935948	11931.689	22907.021	1.1583	10975.332	-57.32	palmyra092007FS192-070928-001000.wav	3464.3756	477.2246	Whistle
1053	Spectrogram 1	1	3471.253174733	3472.882070297	5282.732	23499.051	1.6289	18216.319	-57.13	palmyra092007FS192-070928-001000.wav	3471.2532	484.1022	Whistle
1054	Spectrogram 1	1	3473.223937267	3473.972022637	4599.620	17442.125	0.7481	12842.505	-58.76	palmyra092007FS192-070928-001000.wav	3473.2239	486.0729	Whistle
1055	Spectrogram 1	1	3473.706572989	3474.140945140	1958.254	5419.355	0.4344	3461.101	-63.02	palmyra092007FS192-070928-001000.wav	3473.7066	486.5556	Whistle
1056	Spectrogram 1	1	3474.852835567	3475.665272366	7924.099	19901.328	0.8124	11977.230	-57.34	palmyra092007FS192-070928-001000.wav	3474.8528	487.7018	Whistle
1057	Spectrogram 1	1	3476.658697562	3477.607881150	8379.507	23817.837	0.9492	15438.330	-59.28	palmyra092007FS192-070928-001000.wav	3476.6587	489.5077	Whistle
1058	Spectrogram 1	1	3478.380098306	3479.108073854	4872.865	23908.918	0.7280	19036.053	-61.26	palmyra092007FS192-070928-001000.wav	3478.3801	491.2291	Whistle
1059	Spectrogram 1	1	3480.017040534	3480.769147869	4371.917	24000.000	0.7521	19628.083	-59.98	palmyra092007FS192-070928-001000.wav	3480.0170	492.8660	Whistle
1060	Spectrogram 1	1	3481.432771987	3482.265318609	4144.213	23863.378	0.8325	19719.165	-59.95	palmyra092007FS192-070928-001000.wav	3481.4328	494.2818	Whistle
1061	Spectrogram 1	1	3482.542834149	3483.793667800	4554.080	23590.133	1.2508	19036.053	-56.61	palmyra092007FS192-070928-001000.wav	3482.5428	495.3918	Bout
1062	Spectrogram 1	1	3484.413050310	3485.261684789	4417.457	23635.674	0.8486	19218.216	-57.99	palmyra092007FS192-070928-001000.wav	3484.4131	497.2620	Whistle
1063	Spectrogram 1	1	3486.415988559	3486.922756067	9290.323	22269.450	0.5068	12979.127	-62.08	palmyra092007FS192-070928-001000.wav	3486.4160	499.2650	Whistle
1064	Spectrogram 1	1	3487.208315537	3488.338487520	11931.689	23544.592	1.1302	11612.903	-61.57	palmyra092007FS192-070928-001000.wav	3487.2083	500.0573	Whistle
1065	Spectrogram 1	1	3490.908519055	3491.628450674	4462.998	24000.000	0.7199	19537.002	-59.65	palmyra092007FS192-070928-001000.wav	3490.9085	503.7575	Whistle
1066	Spectrogram 1	1	3492.078910682	3492.822974088	4189.753	23954.459	0.7441	19764.706	-61.31	palmyra092007FS192-070928-001000.wav	3492.0789	504.9279	Whistle
1067	Spectrogram 1	1	3493.353876119	3494.122071311	4645.161	23954.459	0.7682	19309.298	-60.34	palmyra092007FS192-070928-001000.wav	3493.3539	506.2029	Whistle
