Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
497	Spectrogram 1	1	2182.862880000	2183.456104000	4715.128	7818.200	0.5932	3103.072	-80.74	Whistle
498	Spectrogram 1	1	2183.683338000	2183.931230000	3545.500	9524.558	0.2479	5979.058	-78.04	Whistle
499	Spectrogram 1	1	2183.986317000	2184.124034000	12045.500	13202.358	0.1377	1156.858	-77.99	Whistle
500	Spectrogram 1	1	2184.371926000	2185.070938000	4007.859	21727.300	0.6990	17719.441	-79.30	Bout
501	Spectrogram 1	1	2185.119202000	2185.376607000	4772.700	8681.800	0.2574	3909.100	-77.59	Whistle
502	Spectrogram 1	1	2190.922898000	2191.847950000	7772.700	22590.900	0.9251	14818.200	-79.90	Whistle
503	Spectrogram 1	1	2192.507552000	2192.893661000	3772.700	9909.100	0.3861	6136.400	-87.53	Whistle
504	Spectrogram 1	1	2192.539728000	2192.881595000	12454.500	14227.300	0.3419	1772.800	-79.51	Whistle
505	Spectrogram 1	1	2193.034430000	2193.364231000	3727.300	6636.400	0.3298	2909.100	-77.49	Whistle
506	Spectrogram 1	1	2194.084162000	2194.241019000	10681.800	13590.900	0.1569	2909.100	-79.52	Whistle
507	Spectrogram 1	1	2194.101675000	2194.920731000	3409.100	9524.558	0.8191	6115.458	-80.43	Bout
508	Spectrogram 1	1	2194.345590000	2194.458205000	10863.600	13954.500	0.1126	3090.900	-79.75	Whistle
509	Spectrogram 1	1	2195.407390000	2195.616532000	3409.100	13272.700	0.2091	9863.600	-77.28	Whistle
510	Spectrogram 1	1	2195.733169000	2196.589847000	4590.900	16727.300	0.8567	12136.400	-65.52	Whistle
511	Spectrogram 1	1	2196.823121000	2197.179663000	4620.825	13636.400	0.3565	9015.575	-77.14	Whistle
512	Spectrogram 1	1	2197.227864000	2197.820050000	3347.741	16361.493	0.5922	13013.752	-81.37	Whistle
513	Spectrogram 1	1	2197.840708000	2198.033513000	7921.415	13155.206	0.1928	5233.791	-79.89	Whistle
514	Spectrogram 1	1	2203.156607000	2203.290441000	5328.094	8227.300	0.1338	2899.206	-72.57	Whistle
515	Spectrogram 1	1	2206.021133000	2206.202344000	7544.204	11318.200	0.1812	3773.996	-87.06	Whistle
516	Spectrogram 1	1	2206.556277000	2207.198618000	5681.800	20793.713	0.6423	15111.913	-87.75	Whistle
517	Spectrogram 1	1	2214.022525000	2214.229101000	5893.910	13202.358	0.2066	7308.448	-72.23	Whistle
518	Spectrogram 1	1	2214.370956000	2214.600208000	6363.600	10909.100	0.2293	4545.500	-63.62	Whistle
519	Spectrogram 1	1	2214.753043000	2215.489062000	10545.500	19909.100	0.7360	9363.600	-90.93	Bout
520	Spectrogram 1	1	2218.877071000	2219.166278000	4954.500	15889.980	0.2892	10935.480	-71.84	Whistle
521	Spectrogram 1	1	2221.308842000	2221.413413000	5272.700	6681.800	0.1046	1409.100	-85.18	Whistle
522	Spectrogram 1	1	2225.584191000	2225.982366000	4136.400	9545.500	0.3982	5409.100	-84.69	Whistle
523	Spectrogram 1	1	2227.502669000	2228.065744000	4681.800	15000.000	0.5631	10318.200	-84.91	Whistle
524	Spectrogram 1	1	2230.133034000	2230.474901000	10818.200	16818.200	0.3419	6000.000	-74.75	Whistle
525	Spectrogram 1	1	2235.578776000	2235.687369000	5227.300	8863.600	0.1086	3636.300	-81.91	Whistle
526	Spectrogram 1	1	2236.829607000	2237.682263000	4181.800	18363.600	0.8527	14181.800	-73.31	Whistle
527	Spectrogram 1	1	2238.536254000	2239.424533000	4479.371	22000.000	0.8883	17520.629	-75.74	Whistle
528	Spectrogram 1	1	2241.235519000	2241.841477000	11033.399	17210.216	0.6060	6176.817	-84.27	Whistle
529	Spectrogram 1	1	2244.409909000	2245.062570000	4809.430	12966.601	0.6527	8157.171	-79.51	Bout
530	Spectrogram 1	1	2245.642482000	2246.165809000	6695.481	10844.794	0.5233	4149.313	-70.18	Whistle
531	Spectrogram 1	1	2247.246892000	2248.513894000	3866.405	15318.200	1.2670	11451.795	-81.15	Bout
532	Spectrogram 1	1	2250.200935000	2251.099540000	3727.300	20888.016	0.8986	17160.716	-71.71	Whistle
533	Spectrogram 1	1	2260.937263000	2261.126296000	5318.200	11636.400	0.1890	6318.200	-76.07	Whistle
534	Spectrogram 1	1	2261.339460000	2261.641107000	4545.500	11269.155	0.3016	6723.655	-75.52	Whistle
535	Spectrogram 1	1	2263.076949000	2263.438926000	3954.500	15090.900	0.3620	11136.400	-84.74	Whistle
536	Spectrogram 1	1	2263.591761000	2263.752639000	7454.500	12000.000	0.1609	4545.500	-78.06	Whistle
537	Spectrogram 1	1	2265.112063000	2265.425777000	5181.800	13909.100	0.3137	8727.300	-74.78	Whistle
538	Spectrogram 1	1	2269.805035000	2270.260179000	4620.825	12681.800	0.4551	8060.975	-73.30	Whistle
539	Spectrogram 1	1	2273.227318000	2273.992563000	3819.253	15984.283	0.7652	12165.030	-79.43	Whistle
540	Spectrogram 1	1	2275.709943000	2276.071185000	7544.204	15088.409	0.3612	7544.205	-88.44	Whistle
541	Spectrogram 1	1	2276.377589000	2276.670257000	7000.000	16644.401	0.2927	9644.401	-79.06	Whistle
542	Spectrogram 1	1	2278.887511000	2279.059658000	11787.819	15136.400	0.1721	3348.581	-88.58	Whistle
543	Spectrogram 1	1	2279.136656000	2279.273403000	5409.100	8409.100	0.1367	3000.000	-77.72	Whistle
544	Spectrogram 1	1	2279.997358000	2280.238676000	4863.600	8181.800	0.2413	3318.200	-81.14	Whistle
545	Spectrogram 1	1	2282.020406000	2282.318031000	9818.200	16909.100	0.2976	7090.900	-92.54	Whistle
546	Spectrogram 1	1	2284.182752000	2284.334241000	5941.061	8954.500	0.1515	3013.439	-83.01	Whistle
547	Spectrogram 1	1	2284.522069000	2284.622618000	6681.800	9000.000	0.1005	2318.200	-84.00	Whistle
548	Spectrogram 1	1	2291.218641000	2291.858133000	3363.600	9363.600	0.6395	6000.000	-67.48	Whistle
549	Spectrogram 1	1	2292.119561000	2292.811338000	4090.900	12636.400	0.6918	8545.500	-69.82	Whistle
550	Spectrogram 1	1	2293.568206000	2294.351752000	4409.100	9194.499	0.7835	4785.399	-67.84	Whistle
551	Spectrogram 1	1	2300.022723000	2300.227843000	4727.300	10727.300	0.2051	6000.000	-78.85	Whistle
552	Spectrogram 1	1	2300.424919000	2300.654171000	4136.400	10545.500	0.2293	6409.100	-77.00	Whistle
553	Spectrogram 1	1	2302.665154000	2302.910494000	7818.200	9909.100	0.2453	2090.900	-76.45	Whistle
554	Spectrogram 1	1	2305.307585000	2305.528793000	8636.400	13454.500	0.2212	4818.100	-85.44	Whistle
555	Spectrogram 1	1	2305.593144000	2305.810330000	8090.900	12545.500	0.2172	4454.600	-84.27	Whistle
556	Spectrogram 1	1	2305.947077000	2306.184373000	6772.700	11409.100	0.2373	4636.400	-81.95	Whistle
557	Spectrogram 1	1	2306.646900000	2306.763537000	9500.000	13181.800	0.1166	3681.800	-89.12	Whistle
558	Spectrogram 1	1	2309.808164000	2309.948933000	11500.000	13000.000	0.1408	1500.000	-88.34	Whistle
559	Spectrogram 1	1	2310.439613000	2311.146269000	5611.002	13108.055	0.7067	7497.053	-79.46	Whistle
560	Spectrogram 1	1	2315.728498000	2316.069673000	6176.817	10326.130	0.3412	4149.313	-81.31	Whistle
561	Spectrogram 1	1	2319.829363000	2320.164726000	6035.363	8590.900	0.3354	2555.537	-86.33	Whistle
562	Spectrogram 1	1	2321.540237000	2322.642256000	4818.200	18000.000	1.1020	13181.800	-86.14	Whistle
563	Spectrogram 1	1	2361.867661000	2362.206329000	7545.500	10500.000	0.3387	2954.500	-82.85	Whistle
564	Spectrogram 1	1	2372.217008000	2373.636762000	4545.500	19681.800	1.4198	15136.300	-71.19	Whistle
565	Spectrogram 1	1	2378.149407000	2378.314307000	8000.000	12454.500	0.1649	4454.500	-86.40	Whistle
566	Spectrogram 1	1	2384.319101000	2384.721298000	4045.500	6500.000	0.4022	2454.500	-88.51	Whistle
567	Spectrogram 1	1	2394.213136000	2394.602407000	5941.061	10363.600	0.3893	4422.539	-72.21	Whistle
569	Spectrogram 1	1	2413.397908000	2413.518567000	4863.600	10545.500	0.1207	5681.900	-80.54	Whistle
570	Spectrogram 1	1	2419.680217000	2419.866700000	12090.900	16408.644	0.1865	4317.744	-80.52	Whistle
571	Spectrogram 1	1	2419.963102000	2420.339819000	1791.749	11318.200	0.3767	9526.451	-80.07	Whistle
572	Spectrogram 1	1	2422.318627000	2422.909856000	4090.900	12500.000	0.5912	8409.100	-90.16	Whistle
573	Spectrogram 1	1	2422.954097000	2423.255744000	5681.800	10545.500	0.3016	4863.700	-85.69	Whistle
574	Spectrogram 1	1	2442.343992000	2442.934398000	2681.800	8500.000	0.5904	5818.200	-79.46	Whistle
575	Spectrogram 1	1	2459.063302000	2460.627846000	3681.800	10863.600	1.5645	7181.800	-81.03	Whistle
576	Spectrogram 1	1	2461.023604000	2461.588246000	5328.094	13532.417	0.5646	8204.323	-81.99	Whistle
577	Spectrogram 1	1	2463.608123000	2463.893682000	5863.600	11090.900	0.2856	5227.300	-81.50	Whistle
578	Spectrogram 1	1	2464.259681000	2464.698075000	8818.200	13227.300	0.4384	4409.100	-84.13	Whistle
579	Spectrogram 1	1	2465.884554000	2466.238487000	6818.200	18636.400	0.3539	11818.200	-83.83	Whistle
580	Spectrogram 1	1	2468.004131000	2469.715491000	5328.094	19426.326	1.7114	14098.232	-78.44	Bout
581	Spectrogram 1	1	2483.400215000	2483.734038000	7818.200	19909.100	0.3338	12090.900	-81.79	Whistle
582	Spectrogram 1	1	2483.754147000	2484.520132000	4479.371	21863.600	0.7660	17384.229	-70.20	Whistle
583	Spectrogram 1	1	2484.952693000	2485.584141000	5045.500	22363.600	0.6314	17318.100	-71.44	Whistle
584	Spectrogram 1	1	2488.962592000	2489.288371000	9909.100	14818.200	0.3258	4909.100	-81.73	Whistle
585	Spectrogram 1	1	2489.280327000	2491.194783000	3909.100	20909.100	1.9145	17000.000	-73.50	Whistle
586	Spectrogram 1	1	2492.023307000	2492.301176000	7045.500	9194.499	0.2779	2148.999	-75.86	Whistle
587	Spectrogram 1	1	2496.455513000	2496.620414000	12045.500	13590.900	0.1649	1545.400	-74.21	Whistle
588	Spectrogram 1	1	2496.753138000	2497.022610000	10090.900	15090.900	0.2695	5000.000	-75.54	Whistle
589	Spectrogram 1	1	2497.127181000	2497.392631000	12863.600	15000.000	0.2655	2136.400	-74.30	Whistle
590	Spectrogram 1	1	2502.275298000	2502.476396000	7954.500	11863.600	0.2011	3909.100	-78.34	Whistle
591	Spectrogram 1	1	2502.504550000	2502.613143000	4545.500	7272.700	0.1086	2727.200	-68.04	Whistle
592	Spectrogram 1	1	2502.814241000	2502.926856000	4227.300	12590.900	0.1126	8363.600	-71.28	Whistle
593	Spectrogram 1	1	2516.155100000	2516.637736000	3181.800	10954.500	0.4826	7772.700	-79.90	Whistle
594	Spectrogram 1	1	2520.241417000	2520.374141000	6545.500	8818.200	0.1327	2272.700	-85.01	Whistle
595	Spectrogram 1	1	2520.462625000	2520.840689000	5090.900	9181.800	0.3781	4090.900	-81.65	Whistle
596	Spectrogram 1	1	2521.717478000	2521.938686000	6090.900	13636.400	0.2212	7545.500	-70.99	Whistle
597	Spectrogram 1	1	2522.023147000	2522.678727000	4409.100	18818.200	0.6556	14409.100	-77.42	Whistle
598	Spectrogram 1	1	2523.064836000	2523.181473000	4272.700	11090.900	0.1166	6818.200	-77.51	Whistle
599	Spectrogram 1	1	2523.358439000	2523.576843000	7409.100	9454.500	0.2184	2045.400	-64.88	Whistle
600	Spectrogram 1	1	2536.252860000	2536.578639000	8157.171	13108.055	0.3258	4950.884	-90.75	Whistle
601	Spectrogram 1	1	2537.081385000	2537.471515000	1545.500	10772.700	0.3901	9227.200	-81.42	Whistle
602	Spectrogram 1	1	2559.206214000	2559.726074000	3394.892	10500.000	0.5199	7105.108	-80.12	Whistle
603	Spectrogram 1	1	2574.425327000	2574.819479000	3954.500	15818.200	0.3942	11863.700	-86.21	Whistle
604	Spectrogram 1	1	2585.320888000	2585.575666000	5045.187	9854.617	0.2548	4809.430	-86.44	Whistle
605	Spectrogram 1	1	2588.896354000	2589.061255000	10090.900	13954.500	0.1649	3863.600	-81.89	Whistle
606	Spectrogram 1	1	2590.147185000	2590.432745000	6454.500	11227.300	0.2856	4772.800	-92.04	Whistle
607	Spectrogram 1	1	2629.417655000	2630.051561000	7261.297	11863.600	0.6339	4602.303	-86.38	Whistle
608	Spectrogram 1	1	2630.559848000	2630.815893000	7954.500	10363.600	0.2560	2409.100	-84.01	Whistle
609	Spectrogram 1	1	2649.772776000	2650.062358000	5227.300	16181.800	0.2896	10954.500	-88.29	Whistle
610	Spectrogram 1	1	2651.988876000	2652.189975000	6363.600	8227.300	0.2011	1863.700	-89.22	Whistle
611	Spectrogram 1	1	2660.390762000	2660.575772000	7727.300	10954.500	0.1850	3227.200	-86.34	Whistle
612	Spectrogram 1	1	2690.748556000	2691.042159000	4409.100	17181.800	0.2936	12772.700	-75.92	Whistle
613	Spectrogram 1	1	2691.645455000	2691.762092000	5000.000	10545.500	0.1166	5545.500	-62.93	Whistle
614	Spectrogram 1	1	2697.304360000	2697.509480000	7090.900	16636.400	0.2051	9545.500	-84.10	Whistle
615	Spectrogram 1	1	2707.069691000	2707.564393000	4318.200	9000.000	0.4947	4681.800	-77.42	Whistle
616	Spectrogram 1	1	2708.750281000	2709.342467000	2829.077	17398.821	0.5922	14569.744	-72.07	Whistle
617	Spectrogram 1	1	2710.005726000	2710.595697000	3677.800	12542.240	0.5900	8864.440	-79.68	Whistle
618	Spectrogram 1	1	2712.684355000	2713.259495000	3727.300	12090.900	0.5751	8363.600	-69.70	Whistle
619	Spectrogram 1	1	2715.113622000	2715.499731000	4000.000	8863.600	0.3861	4863.600	-87.59	Whistle
620	Spectrogram 1	1	2721.930853000	2722.091731000	11181.800	14681.800	0.1609	3500.000	-85.44	Whistle
621	Spectrogram 1	1	2722.240545000	2722.570346000	5681.800	14954.500	0.3298	9272.700	-86.26	Whistle
622	Spectrogram 1	1	2764.180261000	2765.593309000	8909.100	16454.500	1.4130	7545.400	-86.53	Whistle
623	Spectrogram 1	1	2766.586735000	2767.186008000	7227.300	11227.300	0.5993	4000.000	-85.06	Whistle
624	Spectrogram 1	1	2767.781574000	2768.686200000	4909.100	9147.348	0.9046	4238.248	-84.52	Whistle
625	Spectrogram 1	1	2770.073778000	2770.614629000	6500.000	12909.100	0.5409	6409.100	-89.34	Whistle
626	Spectrogram 1	1	2771.079270000	2771.709484000	8628.684	15135.560	0.6302	6506.876	-90.86	Whistle
627	Spectrogram 1	1	2795.416182000	2796.884955000	3863.600	10954.500	1.4688	7090.900	-83.72	Whistle
628	Spectrogram 1	1	2797.262263000	2797.821435000	4545.500	11227.300	0.5592	6681.800	-87.67	Whistle
629	Spectrogram 1	1	2798.207044000	2798.372305000	6695.481	12542.240	0.1653	5846.759	-91.88	Whistle
630	Spectrogram 1	1	2799.160632000	2799.322557000	6742.633	10373.281	0.1619	3630.648	-87.07	Whistle
631	Spectrogram 1	1	2801.034867000	2801.347002000	9363.600	11976.424	0.3121	2612.824	-87.33	Whistle
632	Spectrogram 1	1	2804.789943000	2805.148009000	7045.500	15318.200	0.3581	8272.700	-91.28	Whistle
633	Spectrogram 1	1	2805.696325000	2805.800896000	8227.300	14954.500	0.1046	6727.200	-92.45	Whistle
634	Spectrogram 1	1	2809.867103000	2810.269230000	6648.330	11681.800	0.4021	5033.470	-87.69	Whistle
635	Spectrogram 1	1	2810.627296000	2811.267683000	3960.707	15182.711	0.6404	11222.004	-84.53	Whistle
636	Spectrogram 1	1	2816.813034000	2817.396113000	4772.700	15465.619	0.5831	10692.919	-76.98	Whistle
637	Spectrogram 1	1	2817.665691000	2818.263734000	4045.500	20954.500	0.5980	16909.000	-74.42	Whistle
638	Spectrogram 1	1	2819.093488000	2819.578937000	4950.884	19181.800	0.4854	14230.916	-75.49	Whistle
639	Spectrogram 1	1	2819.913969000	2820.549846000	5563.851	20772.700	0.6359	15208.849	-69.90	Whistle
640	Spectrogram 1	1	2820.786688000	2821.438125000	5000.000	20909.100	0.6514	15909.100	-69.25	Whistle
641	Spectrogram 1	1	2821.713559000	2822.427650000	4432.220	21318.200	0.7141	16885.980	-71.04	Whistle
642	Spectrogram 1	1	2822.574294000	2823.123451000	5363.600	21972.495	0.5492	16608.895	-70.74	Whistle
643	Spectrogram 1	1	2823.437164000	2824.151161000	4102.161	22444.008	0.7140	18341.847	-71.91	Whistle
644	Spectrogram 1	1	2824.422545000	2825.074104000	4772.700	18500.000	0.6516	13727.300	-69.39	Whistle
645	Spectrogram 1	1	2825.301103000	2825.962147000	3863.600	12589.391	0.6610	8725.791	-68.58	Bout
646	Spectrogram 1	1	2826.373199000	2827.189658000	5045.500	14051.081	0.8165	9005.581	-70.16	Whistle
647	Spectrogram 1	1	2827.421954000	2828.234488000	4863.600	12542.240	0.8125	7678.640	-66.90	Whistle
648	Spectrogram 1	1	2828.581258000	2829.228794000	4272.700	13954.500	0.6475	9681.800	-68.59	Whistle
649	Spectrogram 1	1	2829.884374000	2830.202109000	7227.300	14181.800	0.3177	6954.500	-83.91	Whistle
650	Spectrogram 1	1	2830.262439000	2831.243617000	3227.300	16738.703	0.9812	13511.403	-87.36	Whistle
651	Spectrogram 1	1	2831.710347000	2831.814918000	7409.100	13500.000	0.1046	6090.900	-81.93	Whistle
652	Spectrogram 1	1	2831.867204000	2832.545048000	5136.400	12212.181	0.6778	7075.781	-72.89	Whistle
653	Spectrogram 1	1	2832.848563000	2833.405784000	5280.943	12500.000	0.5572	7219.057	-71.95	Whistle
654	Spectrogram 1	1	2833.777637000	2834.548840000	4863.600	20416.503	0.7712	15552.903	-76.74	Whistle
655	Spectrogram 1	1	2846.458893000	2846.784673000	11090.900	15318.200	0.3258	4227.300	-91.06	Whistle
656	Spectrogram 1	1	2851.092197000	2851.365691000	11636.400	15000.000	0.2735	3363.600	-71.45	Whistle
657	Spectrogram 1	1	2851.639185000	2851.892568000	10090.900	16818.200	0.2534	6727.300	-69.69	Whistle
658	Spectrogram 1	1	2854.703923000	2855.242866000	3272.700	13500.000	0.5389	10227.300	-87.61	Whistle
659	Spectrogram 1	1	2856.477609000	2856.610334000	7454.500	10772.700	0.1327	3318.200	-77.40	Whistle
660	Spectrogram 1	1	2856.980354000	2857.265358000	10750.491	17045.500	0.2850	6295.009	-79.96	Whistle
661	Spectrogram 1	1	2864.939824000	2865.905012000	3583.497	12400.786	0.9652	8817.289	-85.44	Bout
662	Spectrogram 1	1	2871.588133000	2871.809341000	4727.300	7863.600	0.2212	3136.300	-79.14	Whistle
663	Spectrogram 1	1	2897.345940000	2897.465458000	8015.717	11227.300	0.1195	3211.583	-77.99	Whistle
664	Spectrogram 1	1	2899.886829000	2900.451471000	5681.800	10891.945	0.5646	5210.145	-78.41	Whistle
665	Spectrogram 1	1	2904.314865000	2904.541684000	5863.600	9241.650	0.2268	3378.050	-80.68	Whistle
666	Spectrogram 1	1	2916.357854000	2916.633289000	12727.300	19850.688	0.2754	7123.388	-95.60	Whistle
667	Spectrogram 1	1	2919.916068000	2920.177495000	13363.600	18409.100	0.2614	5045.500	-88.61	Whistle
668	Spectrogram 1	1	2920.406748000	2920.712418000	15272.700	22000.000	0.3057	6727.300	-91.02	Whistle
669	Spectrogram 1	1	2923.753023000	2924.094890000	10863.600	17454.500	0.3419	6590.900	-96.34	Whistle
670	Spectrogram 1	1	2926.073697000	2926.419586000	11227.300	16136.400	0.3459	4909.100	-88.25	Whistle
671	Spectrogram 1	1	2927.091254000	2927.304418000	10454.500	14590.900	0.2132	4136.400	-83.98	Whistle
672	Spectrogram 1	1	2928.772436000	2928.953425000	7318.200	9545.500	0.1810	2227.300	-80.61	Whistle
673	Spectrogram 1	1	2945.939594000	2946.311431000	10609.037	12727.300	0.3718	2118.263	-89.31	Whistle
674	Spectrogram 1	1	2953.217941000	2953.447193000	11090.900	15545.500	0.2293	4454.600	-84.94	Whistle
675	Spectrogram 1	1	2963.031536000	2963.574332000	6863.600	9854.617	0.5428	2991.017	-72.45	Whistle
676	Spectrogram 1	1	2989.898265000	2990.119400000	4590.900	9100.196	0.2211	4509.296	-63.79	Whistle
677	Spectrogram 1	1	2990.843426000	2991.177249000	6090.900	12909.100	0.3338	6818.200	-79.47	Whistle
678	Spectrogram 1	1	2991.217470000	2991.854641000	4007.859	11590.900	0.6372	7583.041	-76.46	Whistle
679	Spectrogram 1	1	2992.061217000	2993.871967000	3954.500	13626.719	1.8108	9672.219	-71.44	Bout
680	Spectrogram 1	1	2994.182069000	2994.768865000	5090.900	7968.566	0.5868	2877.666	-64.70	Whistle
681	Spectrogram 1	1	2996.723540000	2996.993012000	9409.100	13681.800	0.2695	4272.700	-70.91	Whistle
682	Spectrogram 1	1	2997.262484000	2997.523911000	9545.500	14090.900	0.2614	4545.400	-72.22	Whistle
683	Spectrogram 1	1	2998.022635000	2998.714413000	4000.000	10545.500	0.6918	6545.500	-70.39	Whistle
684	Spectrogram 1	1	2999.120631000	2999.760124000	3318.200	12318.200	0.6395	9000.000	-75.24	Whistle
685	Spectrogram 1	1	3001.304559000	3001.847524000	4681.800	10590.900	0.5430	5909.100	-80.73	Whistle
686	Spectrogram 1	1	3002.713674000	3002.929433000	11181.800	15454.500	0.2158	4272.700	-85.85	Whistle
687	Spectrogram 1	1	3003.327607000	3003.512617000	11727.300	15590.900	0.1850	3863.600	-84.73	Whistle
688	Spectrogram 1	1	3004.377340000	3004.542240000	11500.000	13681.800	0.1649	2181.800	-81.51	Whistle
689	Spectrogram 1	1	3004.815735000	3005.165646000	5136.400	8454.500	0.3499	3318.100	-71.83	Whistle
690	Spectrogram 1	1	3012.859665000	3013.092939000	6090.900	13181.800	0.2333	7090.900	-66.38	Whistle
691	Spectrogram 1	1	3018.546724000	3018.743801000	4727.300	14681.800	0.1971	9954.500	-76.89	Whistle
692	Spectrogram 1	1	3020.239971000	3020.441070000	5454.500	14272.700	0.2011	8818.200	-79.02	Whistle
693	Spectrogram 1	1	3022.041811000	3022.134317000	10590.900	14727.300	0.0925	4136.400	-78.13	Whistle
694	Spectrogram 1	1	3025.742016000	3025.927027000	7636.400	9545.500	0.1850	1909.100	-86.26	Whistle
695	Spectrogram 1	1	3040.466432000	3041.164427000	4479.371	11318.200	0.6980	6838.829	-78.52	Bout
696	Spectrogram 1	1	3042.947984000	3043.755698000	4290.766	15889.980	0.8077	11599.214	-77.01	Whistle
697	Spectrogram 1	1	3044.664634000	3045.964459000	3954.500	13815.324	1.2998	9860.824	-73.28	Bout
698	Spectrogram 1	1	3046.461849000	3047.246840000	4762.279	15045.500	0.7850	10283.221	-72.31	Whistle
699	Spectrogram 1	1	3047.239954000	3048.172517000	3954.500	15041.257	0.9326	11086.757	-80.25	Bout
700	Spectrogram 1	1	3048.743636000	3049.030282000	7409.100	11222.004	0.2866	3812.904	-87.64	Whistle
701	Spectrogram 1	1	3049.243744000	3050.503860000	5092.338	13863.600	1.2601	8771.262	-80.18	Bout
702	Spectrogram 1	1	3052.359383000	3053.871642000	5318.200	15909.100	1.5123	10590.900	-95.10	Whistle
703	Spectrogram 1	1	3060.660534000	3061.121888000	5516.699	13862.475	0.4614	8345.776	-74.19	Whistle
704	Spectrogram 1	1	3062.458538000	3062.651592000	5454.500	6681.800	0.1931	1227.300	-81.71	Whistle
705	Spectrogram 1	1	3063.290939000	3064.119610000	3960.707	14428.291	0.8287	10467.584	-70.62	Bout
706	Spectrogram 1	1	3069.589483000	3069.846298000	7818.200	15636.400	0.2568	7818.200	-87.31	Whistle
707	Spectrogram 1	1	3077.345021000	3078.120071000	5045.187	14946.955	0.7750	9901.768	-78.60	Bout
708	Spectrogram 1	1	3079.713763000	3080.484981000	5375.246	13343.811	0.7712	7968.565	-72.55	Bout
709	Spectrogram 1	1	3080.533182000	3081.442215000	3636.400	7591.356	0.9090	3954.956	-77.92	Whistle
710	Spectrogram 1	1	3085.415917000	3085.931712000	5186.640	9500.000	0.5158	4313.360	-85.48	Whistle
711	Spectrogram 1	1	3085.962904000	3087.081010000	4000.000	15954.500	1.1181	11954.500	-78.82	Bout
712	Spectrogram 1	1	3087.543536000	3087.829095000	7090.900	9318.200	0.2856	2227.300	-82.98	Whistle
713	Spectrogram 1	1	3090.607225000	3091.702080000	1933.202	15227.300	1.0949	13294.098	-75.89	Whistle
714	Spectrogram 1	1	3103.148762000	3104.238714000	3045.500	9454.500	1.0900	6409.000	-78.55	Whistle
715	Spectrogram 1	1	3143.951600000	3144.217050000	6000.000	9181.800	0.2655	3181.800	-89.88	Whistle
716	Spectrogram 1	1	3151.471517000	3151.625510000	7402.750	9500.000	0.1540	2097.250	-91.67	Whistle
717	Spectrogram 1	1	3173.967527000	3174.228955000	13272.700	15818.200	0.2614	2545.500	-91.78	Whistle
718	Spectrogram 1	1	3174.353636000	3174.651261000	3000.000	9363.600	0.2976	6363.600	-84.45	Whistle
719	Spectrogram 1	1	3197.771349000	3197.943496000	7272.700	11454.500	0.1721	4181.800	-91.16	Whistle
720	Spectrogram 1	1	3201.031332000	3201.765160000	5092.338	21863.600	0.7338	16771.262	-81.69	Whistle
721	Spectrogram 1	1	3223.039526000	3223.308998000	8954.500	13045.500	0.2695	4091.000	-95.03	Whistle
722	Spectrogram 1	1	3230.206668000	3230.492227000	10409.100	15090.900	0.2856	4681.800	-98.68	Whistle
723	Spectrogram 1	1	3238.460011000	3239.308372000	3454.500	12872.299	0.8484	9417.799	-85.42	Bout
724	Spectrogram 1	1	3239.923733000	3241.269449000	3960.707	21029.470	1.3457	17068.763	-85.46	Whistle
725	Spectrogram 1	1	3241.500344000	3242.784343000	3630.648	14590.900	1.2840	10960.252	-89.23	Bout
726	Spectrogram 1	1	3244.168405000	3244.814442000	4500.000	10939.096	0.6460	6439.096	-87.08	Whistle
727	Spectrogram 1	1	3246.716181000	3247.439199000	5272.700	9996.071	0.7230	4723.371	-93.87	Whistle
728	Spectrogram 1	1	3250.923805000	3251.205343000	6363.600	12772.700	0.2815	6409.100	-88.16	Whistle
729	Spectrogram 1	1	3251.267747000	3251.625813000	6181.800	10797.642	0.3581	4615.842	-90.64	Whistle
730	Spectrogram 1	1	3251.701558000	3252.018308000	7449.902	9666.012	0.3167	2216.110	-91.52	Whistle
731	Spectrogram 1	1	3260.435753000	3261.493276000	6090.900	10609.037	1.0575	4518.137	-92.18	Whistle
732	Spectrogram 1	1	3263.496469000	3263.932478000	5186.640	15000.000	0.4360	9813.360	-76.46	Whistle
733	Spectrogram 1	1	3264.021994000	3264.448919000	6836.935	8440.079	0.4269	1603.144	-87.08	Whistle
734	Spectrogram 1	1	3271.383543000	3271.725410000	6136.400	13954.500	0.3419	7818.100	-95.09	Whistle
735	Spectrogram 1	1	3273.350284000	3274.795410000	1744.597	10500.000	1.4451	8755.403	-86.57	Bout
736	Spectrogram 1	1	3281.896960000	3282.411193000	4715.128	11318.200	0.5142	6603.072	-79.23	Whistle
737	Spectrogram 1	1	3282.713419000	3283.401175000	3136.400	21318.200	0.6878	18181.800	-69.62	Whistle
738	Spectrogram 1	1	3283.714888000	3284.382534000	5181.800	21681.800	0.6676	16500.000	-66.95	Whistle
739	Spectrogram 1	1	3337.778146000	3338.564239000	4620.825	15795.678	0.7861	11174.853	-89.37	Whistle
740	Spectrogram 1	1	3348.870727000	3350.097426000	3863.600	15363.600	1.2267	11500.000	-71.28	Whistle
741	Spectrogram 1	1	3358.503334000	3358.676278000	6363.600	8181.800	0.1729	1818.200	-93.42	Whistle
