Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Begin File	Begin Date Time	Annotation
359	Spectrogram 1	1	3122.460744	3122.788653	11045.455	18545.455	0.3279	7500	-69.61	Valencia_02_Combined_2017.wav	3122.4607	Whistle
360	Spectrogram 1	1	3122.881158	3123.556848	5318.182	23045.455	0.6757	17727.273	-65.7	Valencia_02_Combined_2017.wav	3122.8812	Whistle
361	Spectrogram 1	1	3123.946979	3125.081826	3477.551	20737.8	1.1348	17260.249	-69.98	Valencia_02_Combined_2017.wav	3123.947	Bout
362	Spectrogram 1	1	3126.702024	3126.907145	10227.273	15500	0.2051	5272.727	-74.26	Valencia_02_Combined_2017.wav	3126.702	Whistle
363	Spectrogram 1	1	3126.984215	3128.138537	4751.02	21818.182	1.1543	17067.162	-71.25	Valencia_02_Combined_2017.wav	3126.9842	Bout
364	Spectrogram 1	1	3128.153954	3128.963039	6272.727	15183.673	0.8091	8910.946	-79.37	Valencia_02_Combined_2017.wav	3128.154	Whistle
365	Spectrogram 1	1	3129.70241	3129.975904	5136.364	15590.909	0.2735	10454.545	-60.75	Valencia_02_Combined_2017.wav	3129.7024	Whistle
366	Spectrogram 1	1	3132.035149	3132.666598	5181.818	20545.455	0.6314	15363.637	-60.85	Valencia_02_Combined_2017.wav	3132.0351	Whistle
367	Spectrogram 1	1	3133.008465	3133.362398	5590.909	20727.273	0.3539	15136.364	-60.63	Valencia_02_Combined_2017.wav	3133.0085	Whistle
368	Spectrogram 1	1	3134.182008	3134.624425	6906.122	17240.816	0.4424	10334.694	-67.13	Valencia_02_Combined_2017.wav	3134.182	Whistle
369	Spectrogram 1	1	3142.720638	3143.090658	11590.909	16090.909	0.37	4500	-62.26	Valencia_02_Combined_2017.wav	3142.7206	Whistle
370	Spectrogram 1	1	3143.428503	3143.798524	5409.091	15575.51	0.37	10166.419	-64.13	Valencia_02_Combined_2017.wav	3143.4285	Whistle
371	Spectrogram 1	1	3147.140777	3148.47808	3722.449	20636.364	1.3373	16913.915	-78.85	Valencia_02_Combined_2017.wav	3147.1408	Whistle
372	Spectrogram 1	1	3163.522238	3164.704696	3909.091	18661.224	1.1825	14752.133	-68.96	Valencia_02_Combined_2017.wav	3163.5222	Whistle
373	Spectrogram 1	1	3165.160265	3165.629747	4727.273	13426.6	0.4695	8699.327	-77.55	Valencia_02_Combined_2017.wav	3165.1603	Whistle
374	Spectrogram 1	1	3165.690077	3165.939439	4727.273	12090.909	0.2494	7363.636	-75.07	Valencia_02_Combined_2017.wav	3165.6901	Whistle
375	Spectrogram 1	1	3166.088251	3166.237064	6954.545	10818.182	0.1488	3863.637	-75.79	Valencia_02_Combined_2017.wav	3166.0883	Whistle
376	Spectrogram 1	1	3168.252068	3168.437079	1727.273	9772.727	0.185	8045.454	-67.69	Valencia_02_Combined_2017.wav	3168.2521	Whistle
377	Spectrogram 1	1	3168.674374	3168.891561	5909.091	16181.818	0.2172	10272.727	-65.14	Valencia_02_Combined_2017.wav	3168.6744	Whistle
378	Spectrogram 1	1	3169.281691	3169.494855	8454.545	22565.6	0.2132	14111.055	-57.23	Valencia_02_Combined_2017.wav	3169.2817	Whistle
379	Spectrogram 1	1	3169.945315	3170.146413	10045.455	22500	0.2011	12454.545	-61.55	Valencia_02_Combined_2017.wav	3169.9453	Whistle
380	Spectrogram 1	1	3170.480236	3170.665247	8954.545	21770.9	0.185	12816.355	-60.11	Valencia_02_Combined_2017.wav	3170.4802	Whistle
381	Spectrogram 1	1	3174.421762	3175.017012	6433.2	17863.636	0.5953	11430.436	-63.06	Valencia_02_Combined_2017.wav	3174.4218	Bout
382	Spectrogram 1	1	3177.768036	3178.43166	3909.091	17241.1	0.6636	13332.009	-71.19	Valencia_02_Combined_2017.wav	3177.768	Whistle
383	Spectrogram 1	1	3178.584495	3178.725264	4454.545	10863.636	0.1408	6409.091	-69.29	Valencia_02_Combined_2017.wav	3178.5845	Whistle
384	Spectrogram 1	1	3178.946472	3179.195833	5681.818	9363.636	0.2494	3681.818	-74.73	Valencia_02_Combined_2017.wav	3178.9465	Whistle
385	Spectrogram 1	1	3179.18779	3179.702601	3863.636	17181.818	0.5148	13318.182	-70.79	Valencia_02_Combined_2017.wav	3179.1878	Whistle
386	Spectrogram 1	1	3179.855436	3180.02838	10727.273	14772.727	0.1729	4045.454	-67.72	Valencia_02_Combined_2017.wav	3179.8554	Whistle
387	Spectrogram 1	1	3180.157083	3180.29383	14000	16409.091	0.1367	2409.091	-70.89	Valencia_02_Combined_2017.wav	3180.1571	Whistle
388	Spectrogram 1	1	3180.643741	3180.856905	10090.909	14936.5	0.2132	4845.591	-69.7	Valencia_02_Combined_2017.wav	3180.6437	Whistle
389	Spectrogram 1	1	3180.90919	3181.110289	7545.455	13500	0.2011	5954.545	-73.84	Valencia_02_Combined_2017.wav	3180.9092	Whistle
390	Spectrogram 1	1	3181.6251	3181.878484	9214.6	14136.364	0.2534	4921.764	-76.25	Valencia_02_Combined_2017.wav	3181.6251	Whistle
391	Spectrogram 1	1	3188.550923	3189.307052	4090.909	18954.545	0.7561	14863.636	-74.36	Valencia_02_Combined_2017.wav	3188.5509	Whistle
392	Spectrogram 1	1	3189.934479	3190.529729	4727.273	16318.182	0.5953	11590.909	-81.13	Valencia_02_Combined_2017.wav	3189.9345	Whistle
393	Spectrogram 1	1	3191.35021	3191.672183	6500	12949.7	0.322	6449.7	-81.26	Valencia_02_Combined_2017.wav	3191.3502	Whistle
394	Spectrogram 1	1	3195.348041	3195.770347	3722.449	12293.878	0.4223	8571.429	-87.26	Valencia_02_Combined_2017.wav	3195.348	Whistle
395	Spectrogram 1	1	3198.851174	3199.900906	4272.727	16995.918	1.0497	12723.191	-78.08	Valencia_02_Combined_2017.wav	3198.8512	Whistle
396	Spectrogram 1	1	3220.690441	3221.156989	3772.727	15681.818	0.4665	11909.091	-79.33	Valencia_02_Combined_2017.wav	3220.6904	Whistle
397	Spectrogram 1	1	3221.237428	3221.531031	7136.364	15681.818	0.2936	8545.454	-77.53	Valencia_02_Combined_2017.wav	3221.2374	Whistle
398	Spectrogram 1	1	3221.635602	3221.961382	6681.818	15772.727	0.3258	9090.909	-78.09	Valencia_02_Combined_2017.wav	3221.6356	Whistle
399	Spectrogram 1	1	3224.607834	3225.11058	4136.364	14500	0.5027	10363.636	-80.32	Valencia_02_Combined_2017.wav	3224.6078	Whistle
400	Spectrogram 1	1	3225.174931	3225.408205	6318.182	14227.273	0.2333	7909.091	-78.54	Valencia_02_Combined_2017.wav	3225.1749	Whistle
401	Spectrogram 1	1	3225.577128	3225.935082	6590.909	13636.364	0.358	7045.455	-77.44	Valencia_02_Combined_2017.wav	3225.5771	Whistle
402	Spectrogram 1	1	3232.15304	3232.929279	4909.091	9318.182	0.7762	4409.091	-83.82	Valencia_02_Combined_2017.wav	3232.153	Whistle
403	Spectrogram 1	1	3243.59955	3244.713635	3909.091	18910	1.1141	15000.909	-78.07	Valencia_02_Combined_2017.wav	3243.5996	Whistle
404	Spectrogram 1	1	3247.500856	3247.661735	7272.727	12075.6	0.1609	4802.873	-72.24	Valencia_02_Combined_2017.wav	3247.5009	Whistle
405	Spectrogram 1	1	3247.726086	3247.866855	7500	12045.455	0.1408	4545.455	-75.32	Valencia_02_Combined_2017.wav	3247.7261	Whistle
406	Spectrogram 1	1	3257.421821	3258.83924	3772.727	22454.545	1.4174	18681.818	-80.94	Valencia_02_Combined_2017.wav	3257.4218	Whistle
407	Spectrogram 1	1	3272.628867	3273.010953	4000	5863.636	0.3821	1863.636	-76.39	Valencia_02_Combined_2017.wav	3272.6289	Whistle
408	Spectrogram 1	1	3277.044984	3277.571861	5909.091	16636.364	0.5269	10727.273	-82.56	Valencia_02_Combined_2017.wav	3277.045	Whistle
409	Spectrogram 1	1	3277.591971	3277.970035	6136.364	19045.455	0.3781	12909.091	-80.86	Valencia_02_Combined_2017.wav	3277.592	Whistle
410	Spectrogram 1	1	3278.014277	3278.376254	5863.636	19409.091	0.362	13545.455	-79	Valencia_02_Combined_2017.wav	3278.0143	Whistle
411	Spectrogram 1	1	3280.741169	3281.074992	5590.909	10636.364	0.3338	5045.455	-77.02	Valencia_02_Combined_2017.wav	3280.7412	Whistle
412	Spectrogram 1	1	3284.26441	3285.18544	4045.455	19818.182	0.921	15772.727	-76.58	Valencia_02_Combined_2017.wav	3284.2644	Whistle
413	Spectrogram 1	1	3285.857108	3286.170821	6590.909	12545.455	0.3137	5954.546	-76.99	Valencia_02_Combined_2017.wav	3285.8571	Whistle
414	Spectrogram 1	1	3303.39667	3306.076745	2546.939	20102.1	2.6801	17555.161	-74.95	Valencia_02_Combined_2017.wav	3303.3967	Bout
415	Spectrogram 1	1	3306.586088	3306.956108	7045.455	19136.364	0.37	12090.909	-81.01	Valencia_02_Combined_2017.wav	3306.5861	Whistle
416	Spectrogram 1	1	3307.273841	3307.442763	7863.636	9545.455	0.1689	1681.819	-71.44	Valencia_02_Combined_2017.wav	3307.2738	Whistle
417	Spectrogram 1	1	3310.720317	3311.017942	5227.273	10272.727	0.2976	5045.454	-77.22	Valencia_02_Combined_2017.wav	3310.7203	Whistle
418	Spectrogram 1	1	3312.654439	3313.032504	4909.091	11818.182	0.3781	6909.091	-75.79	Valencia_02_Combined_2017.wav	3312.6544	Whistle
419	Spectrogram 1	1	3313.120987	3313.45481	6409.091	13136.364	0.3338	6727.273	-77.5	Valencia_02_Combined_2017.wav	3313.121	Whistle
420	Spectrogram 1	1	3313.547315	3313.889182	7500	10409.091	0.3419	2909.091	-73.69	Valencia_02_Combined_2017.wav	3313.5473	Whistle
421	Spectrogram 1	1	3315.811679	3316.226841	9214.6	11636.364	0.4152	2421.764	-80.26	Valencia_02_Combined_2017.wav	3315.8117	Whistle
422	Spectrogram 1	1	3316.507331	3319.021133	6612.245	21929.9	2.5138	15317.655	-81.11	Valencia_02_Combined_2017.wav	3316.5073	Bout
423	Spectrogram 1	1	3319.150416	3319.851642	8578.9	13823.9	0.7012	5245	-82.35	Valencia_02_Combined_2017.wav	3319.1504	Whistle
424	Spectrogram 1	1	3320.243177	3320.94124	8045.455	12790.8	0.6981	4745.345	-77.6	Valencia_02_Combined_2017.wav	3320.2432	Whistle
425	Spectrogram 1	1	3323.726829	3324.060652	8571.429	13322.449	0.3338	4751.02	-86.97	Valencia_02_Combined_2017.wav	3323.7268	Whistle
426	Spectrogram 1	1	3325.105731	3325.322917	3954.545	19307.3	0.2172	15352.755	-65.91	Valencia_02_Combined_2017.wav	3325.1057	Whistle
427	Spectrogram 1	1	3325.435532	3325.894036	4409.091	19727.273	0.4585	15318.182	-63.62	Valencia_02_Combined_2017.wav	3325.4355	Whistle
428	Spectrogram 1	1	3327.861408	3329.019102	4636.364	20500	1.1577	15863.636	-60.84	Valencia_02_Combined_2017.wav	3327.8614	Bout
429	Spectrogram 1	1	3328.954751	3329.69077	3771.429	19151.02	0.736	15379.592	-72.93	Valencia_02_Combined_2017.wav	3328.9548	Whistle
430	Spectrogram 1	1	3329.743056	3330.060791	4045.455	6136.364	0.3177	2090.909	-73.92	Valencia_02_Combined_2017.wav	3329.7431	Whistle
431	Spectrogram 1	1	3330.704519	3331.955939	3771.429	19068.9	1.2514	15297.471	-77.6	Valencia_02_Combined_2017.wav	3330.7045	Whistle
432	Spectrogram 1	1	3337.781582	3338.571018	4636.364	16604.082	0.7894	11967.718	-82.73	Valencia_02_Combined_2017.wav	3337.7816	Whistle
433	Spectrogram 1	1	3343.330133	3344.227031	4310.204	16049.1	0.8969	11738.896	-75.73	Valencia_02_Combined_2017.wav	3343.3301	Whistle
434	Spectrogram 1	1	3354.213569	3355.211015	3890.1	14454.545	0.9974	10564.445	-78.75	Valencia_02_Combined_2017.wav	3354.2136	Whistle
435	Spectrogram 1	1	3366.959174	3367.132118	8954.545	14409.091	0.1729	5454.546	-67.12	Valencia_02_Combined_2017.wav	3366.9592	Whistle
436	Spectrogram 1	1	3388.270158	3388.738111	4136.364	15636.364	0.468	11500	-85.65	Valencia_02_Combined_2017.wav	3388.2702	Whistle
437	Spectrogram 1	1	3388.790397	3389.108132	4954.545	14136.364	0.3177	9181.819	-85.19	Valencia_02_Combined_2017.wav	3388.7904	Whistle
438	Spectrogram 1	1	3389.478153	3389.791866	6000	9000	0.3137	3000	-89.15	Valencia_02_Combined_2017.wav	3389.4782	Whistle
439	Spectrogram 1	1	3401.069455	3401.371102	7272.727	10090.909	0.3016	2818.182	-83.98	Valencia_02_Combined_2017.wav	3401.0695	Whistle
440	Spectrogram 1	1	3420.157697	3421.122969	2987.755	12000	0.9653	9012.245	-85.16	Valencia_02_Combined_2017.wav	3420.1577	Whistle
441	Spectrogram 1	1	3421.195365	3421.295914	7272.727	10181.818	0.1005	2909.091	-81.73	Valencia_02_Combined_2017.wav	3421.1954	Whistle
442	Spectrogram 1	1	3422.056065	3422.172702	7272.727	8090.909	0.1166	818.182	-88.49	Valencia_02_Combined_2017.wav	3422.0561	Whistle
443	Spectrogram 1	1	3425.048407	3426.206733	3500	22500	1.1583	19000	-72.3	Valencia_02_Combined_2017.wav	3425.0484	Whistle
444	Spectrogram 1	1	3428.27	3429.343865	3863.636	20658.3	1.0739	16794.664	-69.29	Valencia_02_Combined_2017.wav	3428.27	Whistle
445	Spectrogram 1	1	3434.572419	3435.576202	5318.182	11280.9	1.0038	5962.718	-83.46	Valencia_02_Combined_2017.wav	3434.5724	Whistle
446	Spectrogram 1	1	3441.455766	3442.351179	5161.7	9697.959	0.8954	4536.259	-88.29	Valencia_02_Combined_2017.wav	3441.4558	Bout
447	Spectrogram 1	1	3449.401402	3450.091168	5681.633	17730.612	0.6898	12048.98	-83.65	Valencia_02_Combined_2017.wav	3449.4014	Whistle
448	Spectrogram 1	1	3458.253745	3459.007864	4555.102	17500	0.7541	12944.898	-81.82	Valencia_02_Combined_2017.wav	3458.2537	Whistle
449	Spectrogram 1	1	3472.612159	3472.869564	3363.636	9746.939	0.2574	6383.303	-82.94	Valencia_02_Combined_2017.wav	3472.6122	Whistle
450	Spectrogram 1	1	3475.435578	3475.656786	8136.364	10565.6	0.2212	2429.236	-82.89	Valencia_02_Combined_2017.wav	3475.4356	Whistle
451	Spectrogram 1	1	3476.589881	3476.77087	8409.091	11045.455	0.181	2636.364	-79.35	Valencia_02_Combined_2017.wav	3476.5899	Whistle
452	Spectrogram 1	1	3477.8568	3478.701413	7318.182	16500	0.8446	9181.818	-79.65	Valencia_02_Combined_2017.wav	3477.8568	Whistle
453	Spectrogram 1	1	3486.442376	3487.123406	5241.1	10318.182	0.681	5077.082	-84.52	Valencia_02_Combined_2017.wav	3486.4424	Whistle
454	Spectrogram 1	1	3487.284285	3487.529625	6772.727	10136.364	0.2453	3363.637	-90.24	Valencia_02_Combined_2017.wav	3487.2843	Whistle
455	Spectrogram 1	1	3489.110257	3489.271135	4318.182	10227.273	0.1609	5909.091	-78.1	Valencia_02_Combined_2017.wav	3489.1103	Whistle
456	Spectrogram 1	1	3500.359691	3500.536657	3624.49	13136.364	0.177	9511.874	-81.72	Valencia_02_Combined_2017.wav	3500.3597	Whistle
457	Spectrogram 1	1	3501.035381	3501.284743	3636.364	11804.082	0.2494	8167.718	-81.98	Valencia_02_Combined_2017.wav	3501.0354	Whistle
458	Spectrogram 1	1	3508.62885	3508.721356	4727.273	11363.636	0.0925	6636.363	-79.16	Valencia_02_Combined_2017.wav	3508.6289	Whistle
459	Spectrogram 1	1	3513.515537	3513.676416	6194.8	8909.091	0.1609	2714.291	-86.42	Valencia_02_Combined_2017.wav	3513.5155	Whistle
460	Spectrogram 1	1	3513.768921	3514.802566	7272.727	10481.633	1.0336	3208.906	-87.8	Valencia_02_Combined_2017.wav	3513.7689	Whistle
461	Spectrogram 1	1	3526.643229	3526.940855	4318.182	15681.818	0.2976	11363.636	-76.13	Valencia_02_Combined_2017.wav	3526.6432	Whistle
462	Spectrogram 1	1	3529.22935	3530.62095	3085.714	19983.673	1.3916	16897.959	-80.91	Valencia_02_Combined_2017.wav	3529.2294	Whistle
463	Spectrogram 1	1	3531.465565	3531.678729	7318.182	9272.727	0.2132	1954.545	-67.95	Valencia_02_Combined_2017.wav	3531.4656	Whistle
464	Spectrogram 1	1	3536.907283	3537.096315	7363.636	8409.091	0.189	1045.455	-72.56	Valencia_02_Combined_2017.wav	3536.9073	Whistle
465	Spectrogram 1	1	3539.750811	3540.605479	4363.636	20865.306	0.8547	16501.67	-83	Valencia_02_Combined_2017.wav	3539.7508	Bout
466	Spectrogram 1	1	3543.563634	3543.933654	5045.455	8772.727	0.37	3727.272	-78.29	Valencia_02_Combined_2017.wav	3543.5636	Whistle
467	Spectrogram 1	1	3549.234604	3549.302977	6227.273	19386.8	0.0684	13159.527	-72.09	Valencia_02_Combined_2017.wav	3549.2346	Whistle
468	Spectrogram 1	1	3559.60725	3559.691711	3818.182	9363.636	0.0845	5545.454	-87.88	Valencia_02_Combined_2017.wav	3559.6073	Whistle
469	Spectrogram 1	1	3562.840909	3563.331589	2272.727	3254.4	0.4907	981.673	-81.64	Valencia_02_Combined_2017.wav	3562.8409	Whistle
470	Spectrogram 1	1	3617.225913	3617.338528	3590.909	10883.5	0.1126	7292.591	-87.17	Valencia_02_Combined_2017.wav	3617.2259	Whistle
471	Spectrogram 1	1	3638.425688	3638.847994	3545.455	14727.273	0.4223	11181.818	-84.63	Valencia_02_Combined_2017.wav	3638.4257	Whistle
472	Spectrogram 1	1	3653.057594	3653.383374	10000	19704.7	0.3258	9704.7	-90.57	Valencia_02_Combined_2017.wav	3653.0576	Whistle
473	Spectrogram 1	1	3663.914887	3665.378883	4800	20865.306	1.464	16065.306	-80	Valencia_02_Combined_2017.wav	3663.9149	Whistle
474	Spectrogram 1	1	3674.072359	3675.05774	3954.545	18073.469	0.9854	14118.924	-82.23	Valencia_02_Combined_2017.wav	3674.0724	Whistle
475	Spectrogram 1	1	3679.41755	3679.674955	12045.455	14181.818	0.2574	2136.363	-91.67	Valencia_02_Combined_2017.wav	3679.4175	Whistle
476	Spectrogram 1	1	3684.469137	3684.650125	8772.727	20272.727	0.181	11500	-91.28	Valencia_02_Combined_2017.wav	3684.4691	Whistle
477	Spectrogram 1	1	3686.319238	3686.697303	11216.327	17590.909	0.3781	6374.582	-92.54	Valencia_02_Combined_2017.wav	3686.3192	Whistle
478	Spectrogram 1	1	3736.954159	3737.23465	4053	5324.5	0.2805	1271.5	-86.08	Valencia_02_Combined_2017.wav	3736.9542	Whistle
479	Spectrogram 1	1	3748.249449	3748.615448	6045.455	8363.636	0.366	2318.181	-79.53	Valencia_02_Combined_2017.wav	3748.2494	Whistle
480	Spectrogram 1	1	3752.343809	3752.548929	7045.455	9227.273	0.2051	2181.818	-67.16	Valencia_02_Combined_2017.wav	3752.3438	Whistle
481	Spectrogram 1	1	3788.119183	3788.408765	5181.818	6500	0.2896	1318.182	-80.02	Valencia_02_Combined_2017.wav	3788.1192	Whistle
482	Spectrogram 1	1	3800.567163	3801.319271	4500	20090.909	0.7521	15590.909	-67.73	Valencia_02_Combined_2017.wav	3800.5672	Whistle
483	Spectrogram 1	1	3801.693313	3802.417267	4454.545	19363.636	0.724	14909.091	-67.25	Valencia_02_Combined_2017.wav	3801.6933	Whistle
484	Spectrogram 1	1	3802.71087	3803.40667	3227.273	19947	0.6958	16719.727	-61.59	Valencia_02_Combined_2017.wav	3802.7109	Whistle
485	Spectrogram 1	1	3807.975622	3808.89263	4727.273	15500	0.917	10772.727	-74.28	Valencia_02_Combined_2017.wav	3807.9756	Whistle
486	Spectrogram 1	1	3809.335046	3810.292273	4318.182	15090.909	0.9572	10772.727	-74.12	Valencia_02_Combined_2017.wav	3809.335	Whistle
487	Spectrogram 1	1	3812.307277	3812.633057	7090.909	10181.818	0.3258	3090.909	-84.52	Valencia_02_Combined_2017.wav	3812.3073	Whistle
488	Spectrogram 1	1	3823.271153	3823.681393	6000	22909.091	0.4102	16909.091	-61.64	Valencia_02_Combined_2017.wav	3823.2712	Whistle
489	Spectrogram 1	1	3825.077015	3825.217783	3454.545	5545.455	0.1408	2090.91	-67.42	Valencia_02_Combined_2017.wav	3825.077	Whistle
490	Spectrogram 1	1	3846.417558	3846.831532	6454.545	10092.7	0.414	3638.155	-79.42	Valencia_02_Combined_2017.wav	3846.4176	Whistle
491	Spectrogram 1	1	3850.841719	3851.772481	4818.182	10318.182	0.9308	5500	-68.15	Valencia_02_Combined_2017.wav	3850.8417	Whistle
492	Spectrogram 1	1	3860.124413	3860.932828	5632.653	17730.612	0.8084	12097.959	-64.02	Valencia_02_Combined_2017.wav	3860.1244	Whistle
493	Spectrogram 1	1	3863.37416	3863.909082	4500	8954.545	0.5349	4454.545	-77.03	Valencia_02_Combined_2017.wav	3863.3742	Whistle
494	Spectrogram 1	1	3865.80946	3866.412754	4818.182	7363.636	0.6033	2545.454	-78.32	Valencia_02_Combined_2017.wav	3865.8095	Whistle
495	Spectrogram 1	1	3866.776562	3867.382047	5583.673	12317.9	0.6055	6734.227	-78.39	Valencia_02_Combined_2017.wav	3866.7766	Whistle
496	Spectrogram 1	1	3867.899113	3868.720673	8818.182	18045.455	0.8216	9227.273	-77.57	Valencia_02_Combined_2017.wav	3867.8991	Whistle
497	Spectrogram 1	1	3884.248398	3884.529936	6954.545	13772.727	0.2815	6818.182	-75.75	Valencia_02_Combined_2017.wav	3884.2484	Whistle
498	Spectrogram 1	1	3886.386072	3887.644947	3820.408	16261.224	1.2589	12440.816	-79.88	Valencia_02_Combined_2017.wav	3886.3861	Whistle
499	Spectrogram 1	1	3903.449256	3904.108859	4136.364	9500	0.6596	5363.636	-74.51	Valencia_02_Combined_2017.wav	3903.4493	Whistle
500	Spectrogram 1	1	3905.645249	3906.232456	2681.818	19545.455	0.5872	16863.637	-72.43	Valencia_02_Combined_2017.wav	3905.6452	Whistle
501	Spectrogram 1	1	3914.662493	3915.710215	4604.082	14448.98	1.0477	9844.898	-82.67	Valencia_02_Combined_2017.wav	3914.6625	Whistle
502	Spectrogram 1	1	3925.649805	3928.878125	2889.796	22409.091	3.2283	19519.295	-60.7	Valencia_02_Combined_2017.wav	3925.6498	Bout
503	Spectrogram 1	1	3929.19909	3929.906522	5363.636	22807.9	0.7074	17444.264	-61.91	Valencia_02_Combined_2017.wav	3929.1991	Whistle
504	Spectrogram 1	1	3930.0674	3931.382583	4045.455	22909.091	1.3152	18863.636	-58.07	Valencia_02_Combined_2017.wav	3930.0674	Bout
505	Spectrogram 1	1	3931.627922	3933.449601	3735.1	22863.636	1.8217	19128.536	-57.04	Valencia_02_Combined_2017.wav	3931.6279	Bout
506	Spectrogram 1	1	3935.078768	3935.669997	2860.9	21227.273	0.5912	18366.373	-92.07	Valencia_02_Combined_2017.wav	3935.0788	Whistle
507	Spectrogram 1	1	3969.124697	3969.285576	4454.545	16227.273	0.1609	11772.728	-75.6	Valencia_02_Combined_2017.wav	3969.1247	Whistle
508	Spectrogram 1	1	3971.453415	3971.570052	6590.909	21409.091	0.1166	14818.182	-72.57	Valencia_02_Combined_2017.wav	3971.4534	Whistle
509	Spectrogram 1	1	3981.246898	3981.387667	9695.4	12363.636	0.1408	2668.236	-86.29	Valencia_02_Combined_2017.wav	3981.2469	Whistle
510	Spectrogram 1	1	3981.641051	3981.854215	5590.909	14181.818	0.2132	8590.909	-82.72	Valencia_02_Combined_2017.wav	3981.6411	Whistle
511	Spectrogram 1	1	3982.992431	3983.253858	5818.182	11045.455	0.2614	5227.273	-83.69	Valencia_02_Combined_2017.wav	3982.9924	Whistle
512	Spectrogram 1	1	3987.561382	3987.661931	4609.3	7227.273	0.1005	2617.973	-74.24	Valencia_02_Combined_2017.wav	3987.5614	Whistle
513	Spectrogram 1	1	3987.730305	3987.999776	5818.182	9181.818	0.2695	3363.636	-90.88	Valencia_02_Combined_2017.wav	3987.7303	Whistle
514	Spectrogram 1	1	4009.212701	4009.401734	7818.182	21136.364	0.189	13318.182	-90.28	Valencia_02_Combined_2017.wav	4009.2127	Whistle
515	Spectrogram 1	1	4010.918014	4011.199552	10887.4	13727.273	0.2815	2839.873	-87.69	Valencia_02_Combined_2017.wav	4010.918	Whistle
516	Spectrogram 1	1	4011.38054	4011.513265	8090.909	10045.455	0.1327	1954.546	-89.17	Valencia_02_Combined_2017.wav	4011.3805	Whistle
517	Spectrogram 1	1	4012.44636	4013.053676	9059.6	22227.273	0.6073	13167.673	-91.92	Valencia_02_Combined_2017.wav	4012.4464	Whistle
518	Spectrogram 1	1	4015.078212	4015.615668	8090.909	15045.455	0.5375	6954.546	-88.06	Valencia_02_Combined_2017.wav	4015.0782	Whistle
519	Spectrogram 1	1	4037.668099	4038.166822	9727.273	15227.273	0.4987	5500	-82.96	Valencia_02_Combined_2017.wav	4037.6681	Whistle
520	Spectrogram 1	1	4038.369842	4039.148439	7363.636	13986.8	0.7786	6623.164	-78.34	Valencia_02_Combined_2017.wav	4038.3698	Whistle
521	Spectrogram 1	1	4152.851718	4153.112528	556.3	3681.818	0.2608	3125.518	-70.17	Valencia_02_Combined_2017.wav	4152.8517	Whistle
522	Spectrogram 1	1	4180.140744	4180.600665	3772.727	7004.082	0.4599	3231.355	-89.03	Valencia_02_Combined_2017.wav	4180.1407	Whistle
523	Spectrogram 1	1	4184.349136	4185.156108	5044.898	12489.796	0.807	7444.898	-92.18	Valencia_02_Combined_2017.wav	4184.3491	Whistle
524	Spectrogram 1	1	4234.905938	4236.03611	3772.727	14954.545	1.1302	11181.818	-80.82	Valencia_02_Combined_2017.wav	4234.9059	Whistle
525	Spectrogram 1	1	4238.344717	4239.446735	3954.545	12045.455	1.102	8090.91	-83.18	Valencia_02_Combined_2017.wav	4238.3447	Whistle
526	Spectrogram 1	1	4323.075437	4323.4897	6409.091	8545.455	0.4143	2136.364	-86.84	Valencia_02_Combined_2017.wav	4323.0754	Whistle
527	Spectrogram 1	1	4349.338863	4349.564093	9409.091	13273.469	0.2252	3864.378	-85.33	Valencia_02_Combined_2017.wav	4349.3389	Whistle
528	Spectrogram 1	1	4360.77733	4361.513349	6863.636	21909.091	0.736	15045.455	-90.46	Valencia_02_Combined_2017.wav	4360.7773	Whistle
529	Spectrogram 1	1	4361.654118	4361.947721	9500	16636.364	0.2936	7136.364	-86.75	Valencia_02_Combined_2017.wav	4361.6541	Whistle
530	Spectrogram 1	1	4447.603493	4448.458161	3036.735	19102.041	0.8547	16065.306	-67.3	Valencia_02_Combined_2017.wav	4447.6035	Whistle
531	Spectrogram 1	1	4488.148914	4488.832648	6500	22000	0.6837	15500	-93.34	Valencia_02_Combined_2017.wav	4488.1489	Whistle
532	Spectrogram 1	1	4510.627674	4511.001716	8000	14363.636	0.374	6363.636	-81.21	Valencia_02_Combined_2017.wav	4510.6277	Whistle
533	Spectrogram 1	1	4517.050015	4517.698287	11090.909	18909.091	0.6483	7818.182	-82.45	Valencia_02_Combined_2017.wav	4517.05	Whistle
534	Spectrogram 1	1	4517.531373	4518.575075	4065.306	10971.429	1.0437	6906.122	-84.71	Valencia_02_Combined_2017.wav	4517.5314	Whistle
535	Spectrogram 1	1	4548.14858	4548.595018	4132.5	5454.545	0.4464	1322.045	-82.29	Valencia_02_Combined_2017.wav	4548.1486	Whistle
536	Spectrogram 1	1	4552.854279	4553.107662	5324.5	8954.545	0.2534	3630.045	-76.71	Valencia_02_Combined_2017.wav	4552.8543	Whistle
537	Spectrogram 1	1	4553.212233	4553.664898	5727.273	9298	0.4527	3570.727	-80.31	Valencia_02_Combined_2017.wav	4553.2122	Whistle
538	Spectrogram 1	1	4618.04847	4618.393689	317.9	13748.3	0.3452	13430.4	-74.68	Valencia_02_Combined_2017.wav	4618.0485	Whistle
